min,cdn,bitrate,device,p2p,value,cnt
1566644340,5,500,C1,1,2,22
1566644340,8,0,C8,1,0,1
1566644340,8,0,C8,0,0,5
1566644340,8,1200,C3,1,23,762
1566644340,8,1200,C1,1,43,1258
1566644340,8,500,C1,0,0,17
1566644340,8,500,C1,1,13,537
1566644340,5,1200,C5,1,0,1
1566644340,1,0,C2,0,0,3
1566644340,3,500,C3,1,1,8
1566644340,3,0,C5,1,0,2
1566644340,5,1200,C3,0,0,27
1566644340,8,2000,C8,1,0,3
1566644340,8,1200,C1,0,4,33
1566644340,1,1200,C3,1,0,9
1566644340,8,1200,C8,0,0,8
1566644340,5,1200,C3,1,0,32
1566644340,5,0,C1,0,0,17
1566644340,3,1200,C1,1,0,12
1566644340,1,500,C7,0,0,3
1566644340,3,1200,C1,0,0,4
1566644340,1,1200,C6,0,0,1
1566644340,3,500,C1,1,0,3
1566644340,3,1200,C8,1,0,9
1566644340,8,1200,C6,0,0,62
1566644340,8,2000,C6,0,0,1
1566644340,1,1200,C1,1,1,18
1566644340,8,500,C2,0,2,10
1566644340,8,1200,C8,1,2,1120
1566644340,3,1200,C3,1,1,15
1566644340,5,1200,C1,1,1,97
1566644340,3,0,C2,0,0,1
1566644340,8,500,C3,1,6,243
1566644340,1,500,C8,1,0,3
1566644340,3,0,C8,0,0,3
1566644340,1,8000,C8,1,0,3
1566644340,1,500,C1,1,0,6
1566644340,5,500,C3,0,1,32
1566644340,8,500,C5,1,0,3
1566644340,8,1200,C5,0,0,1
1566644340,5,1200,C1,0,0,75
1566644340,5,500,C3,1,0,8
1566644340,8,500,C7,0,0,15
1566644340,1,1200,C8,1,0,57
1566644340,5,1200,C8,1,0,3
1566644340,8,4000,C8,1,0,3
1566644400,5,1200,C3,0,0,27
1566644400,8,1200,C8,0,0,12
1566644400,8,1200,C2,0,0,1
1566644400,5,500,C3,1,0,14
1566644400,1,1200,C6,0,0,5
1566644400,3,1200,C1,1,0,11
1566644400,8,1200,C3,0,0,9
1566644400,8,2000,C8,1,0,3
1566644400,8,1200,C1,0,0,29
1566644400,8,1200,C8,1,2,1115
1566644400,8,500,C2,0,2,8
1566644400,1,500,C7,0,0,3
1566644400,8,500,C1,0,1,13
1566644400,8,0,C8,1,0,2
1566644400,8,0,C2,0,0,44
1566644400,3,500,C1,0,0,14
1566644400,5,1200,C1,1,2,107
1566644400,8,500,C1,1,17,532
1566644400,5,0,C5,1,0,2
1566644400,8,500,C3,1,6,260
1566644400,5,0,C1,0,0,13
1566644400,1,500,C1,0,0,4
1566644400,5,500,C1,1,0,23
1566644400,5,1200,C3,1,0,36
1566644400,8,1200,C7,0,0,66
1566644400,3,1200,C3,1,1,10
1566644400,5,1200,C8,1,0,2
1566644400,8,500,C8,1,0,161
1566644400,1,1200,C1,1,0,18
1566644400,8,500,C7,0,0,13
1566644400,8,0,C5,1,1,1
1566644400,1,8000,C8,1,0,2
1566644400,8,500,C8,0,0,5
1566644400,1,0,C2,0,0,3
1566644400,8,2000,C6,0,0,1
1566644400,5,1200,C1,0,0,75
1566644400,1,1200,C8,1,0,56
1566644400,1,500,C1,1,0,6
1566644400,7,0,C5,1,0,1
1566644400,3,500,C1,1,0,6
1566644400,3,0,C5,1,0,1
1566644400,8,1200,C6,0,0,57
1566644400,3,1200,C1,0,0,9
1566644400,8,1200,C5,1,0,67
1566644400,1,1200,C3,1,0,9
1566644400,5,500,C3,0,0,33
1566644400,8,4000,C8,1,0,3
1566644400,1,500,C8,1,0,3
1566644400,5,500,C1,0,3,55
1566644400,8,0,C4,1,0,2
1566644400,1,1200,C7,0,0,6
1566644400,3,500,C3,1,0,6
1566644400,3,1200,C3,0,0,7
1566644400,8,0,C8,0,0,6
1566644400,3,1200,C8,1,0,8
1566644400,8,1200,C3,1,17,795
1566644400,8,1200,C1,1,41,1252
1566644400,3,0,C8,0,0,2
1566644400,8,500,C5,1,1,4
1566644460,8,500,C5,1,0,3
1566644460,5,500,C1,1,0,33
1566644460,1,0,C2,0,0,3
1566644460,8,500,C8,1,0,164
1566644460,8,1200,C3,1,24,787
1566644460,1,500,C1,0,0,1
1566644460,1,500,C8,1,0,3
1566644460,5,1200,C3,0,0,24
1566644460,8,500,C1,1,15,539
1566644460,5,500,C1,0,3,68
1566644460,3,1200,C3,1,1,10
1566644460,8,500,C3,1,4,255
1566644460,8,0,C8,0,0,5
1566644460,3,0,C2,0,0,1
1566644460,5,1200,C8,1,0,3
1566644460,8,0,C8,1,0,1
1566644460,3,500,C1,1,0,8
1566644460,3,1200,C8,1,0,8
1566644460,3,500,C3,1,0,7
1566644460,8,500,C2,0,1,10
1566644460,8,1200,C1,0,0,27
1566644460,1,1200,C8,1,0,63
1566644460,1,500,C7,0,0,3
1566644460,8,1200,C8,0,0,10
1566644460,8,1200,C7,0,0,68
1566644460,1,1200,C6,0,0,5
1566644460,8,2000,C6,0,0,1
1566644460,5,500,C3,1,0,19
1566644460,5,1200,C1,0,0,75
1566644460,8,500,C8,0,0,5
1566644460,8,1200,C2,0,0,3
1566644460,5,1200,C3,1,0,48
1566644460,3,500,C1,0,0,16
1566644460,1,8000,C8,1,0,3
1566644460,8,500,C7,0,0,13
1566644460,8,1200,C3,0,0,9
1566644460,1,1200,C3,1,0,15
1566644460,5,500,C3,0,0,42
1566644460,3,1200,C3,0,0,10
1566644460,8,0,C4,1,0,3
1566644460,1,500,C1,1,0,1
1566644460,8,1200,C1,1,43,1277
1566644460,3,1200,C1,0,0,8
1566644460,5,1200,C1,1,0,111
1566644460,8,4000,C8,1,0,3
1566644460,8,1200,C5,1,0,58
1566644460,3,1200,C1,1,0,9
1566644460,8,1200,C8,1,5,1121
1566644460,8,0,C2,0,0,45
1566644460,5,0,C1,0,0,11
1566644460,1,1200,C7,0,0,6
1566644460,8,2000,C8,1,0,3
1566644460,8,500,C1,0,4,19
1566644460,8,1200,C6,0,1,55
1566644460,1,1200,C1,1,0,18
1566644520,3,500,C3,1,0,4
1566644520,5,500,C3,1,1,16
1566644520,8,2000,C6,0,0,1
1566644520,8,1200,C3,0,0,9
1566644520,5,1200,C3,1,0,52
1566644520,3,2000,C1,0,0,1
1566644520,3,1200,C1,1,0,12
1566644520,8,1200,C8,1,4,1091
1566644520,3,500,C3,0,0,1
1566644520,8,1200,C5,0,0,1
1566644520,8,500,C1,0,7,19
1566644520,8,1200,C1,0,0,25
1566644520,8,0,C4,1,0,3
1566644520,8,1200,C8,0,0,7
1566644520,8,2000,C8,1,0,3
1566644520,8,1200,C5,1,0,63
1566644520,3,1200,C8,1,0,9
1566644520,1,1200,C1,1,0,18
1566644520,5,0,C1,0,1,9
1566644520,8,1200,C3,1,18,782
1566644520,5,500,C1,1,2,32
1566644520,3,500,C1,1,0,8
1566644520,1,1200,C7,0,0,6
1566644520,8,500,C7,0,0,18
1566644520,5,1200,C1,1,2,103
1566644520,1,1200,C3,1,0,14
1566644520,8,1200,C7,0,0,67
1566644520,3,1200,C3,1,3,15
1566644520,3,1200,C1,0,0,5
1566644520,1,0,C2,0,0,3
1566644520,8,500,C3,1,6,246
1566644520,8,500,C5,1,0,3
1566644520,5,1200,C3,0,1,24
1566644520,5,1200,C8,1,0,2
1566644520,1,1200,C6,0,0,3
1566644520,8,500,C1,1,22,517
1566644520,8,1200,C6,0,0,65
1566644520,8,4000,C8,1,0,3
1566644520,3,500,C1,0,0,17
1566644520,1,500,C7,0,0,3
1566644520,8,0,C2,0,2,56
1566644520,8,500,C2,0,2,9
1566644520,8,1200,C1,1,27,1191
1566644520,1,1200,C8,1,0,66
1566644520,3,1200,C3,0,0,6
1566644520,5,500,C3,0,0,38
1566644520,5,1200,C1,0,1,63
1566644520,8,500,C8,1,0,164
1566644520,1,500,C8,1,0,3
1566644520,1,8000,C8,1,0,3
1566644520,8,0,C8,0,0,6
1566644520,8,1200,C2,0,0,3
1566644520,5,500,C1,0,2,62
1566644580,8,500,C1,1,249,484
1566644580,8,1200,C7,0,0,66
1566644580,3,1200,C8,1,0,6
1566644580,8,1200,C8,1,5,1040
1566644580,8,1200,C1,1,41,1137
1566644580,1,0,C8,0,0,1
1566644580,8,500,C7,0,0,17
1566644580,8,500,C3,1,96,218
1566644580,1,500,C3,1,2,3
1566644580,5,500,C1,0,3,61
1566644580,8,500,C2,0,1,9
1566644580,5,1200,C1,1,0,102
1566644580,8,1200,C5,1,0,69
1566644580,8,4000,C8,1,0,3
1566644580,8,2000,C8,1,0,3
1566644580,5,1200,C3,0,0,16
1566644580,8,2000,C6,0,0,2
1566644580,8,1200,C3,1,22,777
1566644580,8,500,C1,0,2,12
1566644580,8,1200,C6,0,0,57
1566644580,8,500,C5,1,3,5
1566644580,3,1200,C1,0,0,4
1566644580,1,1200,C6,0,0,2
1566644580,8,1200,C5,0,0,1
1566644580,1,1200,C1,1,0,15
1566644580,1,1200,C8,1,1,60
1566644580,5,1200,C1,0,1,51
1566644580,8,500,C8,1,0,151
1566644580,3,500,C1,0,2,17
1566644580,3,0,C2,0,0,1
1566644580,5,500,C3,0,1,31
1566644580,8,1200,C8,0,0,3
1566644580,8,0,C2,0,1,55
1566644580,1,500,C7,0,0,3
1566644580,3,1200,C3,1,1,12
1566644580,5,500,C1,1,23,46
1566644580,3,500,C1,1,3,5
1566644580,1,500,C8,1,0,3
1566644580,3,1200,C1,1,0,12
1566644580,3,1200,C3,0,0,5
1566644580,5,500,C3,1,2,12
1566644580,8,0,C8,0,0,5
1566644580,5,1200,C8,1,0,1
1566644580,1,1200,C7,0,0,6
1566644580,8,1200,C2,0,0,3
1566644580,5,0,C1,0,0,4
1566644580,8,1200,C3,0,0,9
1566644580,5,1200,C3,1,0,38
1566644580,8,0,C4,1,0,3
1566644580,8,0,C8,1,0,1
1566644580,8,1200,C1,0,2,16
1566644580,1,8000,C8,1,0,3
1566644580,1,0,C2,0,0,3
1566644580,1,1200,C3,1,0,18
1566644640,1,1200,C3,1,1,19
1566644640,8,1200,C5,1,0,72
1566644640,1,500,C7,0,0,3
1566644640,8,4000,C8,1,0,3
1566644640,8,500,C1,0,1,13
1566644640,8,1200,C5,0,0,2
1566644640,5,1200,C3,0,0,23
1566644640,3,500,C1,0,1,15
1566644640,8,1200,C1,0,0,12
1566644640,3,500,C1,1,0,3
1566644640,8,500,C2,0,2,9
1566644640,8,1200,C8,0,0,5
1566644640,3,1200,C3,1,0,10
1566644640,3,1200,C8,1,0,5
1566644640,1,0,C8,0,0,2
1566644640,1,0,C2,0,0,3
1566644640,5,500,C3,0,3,24
1566644640,8,500,C7,0,0,17
1566644640,5,1200,C1,0,1,46
1566644640,5,1200,C3,1,0,26
1566644640,3,1200,C1,0,0,3
1566644640,8,0,C2,0,1,49
1566644640,8,0,C8,0,0,6
1566644640,1,500,C3,1,0,3
1566644640,8,1200,C6,0,0,75
1566644640,1,500,C8,1,0,3
1566644640,5,0,C1,0,0,1
1566644640,7,0,C5,1,0,1
1566644640,1,1200,C8,1,0,62
1566644640,5,500,C1,0,4,42
1566644640,8,500,C8,1,0,151
1566644640,8,1200,C3,1,13,663
1566644640,8,1200,C3,0,0,12
1566644640,1,1200,C6,0,0,3
1566644640,5,1200,C1,1,1,85
1566644640,1,8000,C8,1,0,3
1566644640,8,500,C5,1,0,3
1566644640,3,1200,C1,1,0,13
1566644640,8,1200,C7,0,0,62
1566644640,3,1200,C3,0,0,6
1566644640,8,1200,C8,1,4,1051
1566644640,8,1200,C1,1,32,989
1566644640,1,1200,C1,1,0,11
1566644640,8,2000,C8,1,0,2
1566644640,1,1200,C7,0,0,6
1566644640,8,500,C3,1,3,204
1566644640,8,500,C1,1,20,449
1566644640,8,2000,C6,0,0,1
1566644640,5,500,C3,1,0,11
1566644640,5,500,C1,1,2,33
1566644700,1,1200,C6,0,0,1
1566644700,8,1200,C8,1,3,1061
1566644700,1,500,C8,1,0,3
1566644700,5,1200,C3,0,0,19
1566644700,8,1200,C3,0,0,14
1566644700,8,1200,C3,1,16,621
1566644700,8,500,C3,1,8,205
1566644700,5,1200,C3,1,0,21
1566644700,5,1200,C8,1,0,1
1566644700,5,500,C3,0,1,22
1566644700,1,0,C2,0,0,3
1566644700,8,500,C1,0,1,15
1566644700,1,500,C7,0,3,3
1566644700,5,1200,C1,0,0,32
1566644700,8,0,C8,1,0,1
1566644700,8,500,C7,0,0,15
1566644700,8,1200,C1,1,28,906
1566644700,8,500,C5,1,0,3
1566644700,8,1200,C5,1,0,57
1566644700,8,2000,C6,0,0,1
1566644700,1,1200,C8,1,0,62
1566644700,8,1200,C1,0,0,13
1566644700,8,1200,C7,0,0,62
1566644700,1,0,C8,0,0,3
1566644700,8,0,C8,0,0,6
1566644700,3,500,C1,0,0,14
1566644700,3,1200,C1,0,0,3
1566644700,3,500,C1,1,0,3
1566644700,5,500,C1,1,0,27
1566644700,8,1200,C8,0,0,6
1566644700,8,500,C1,1,17,387
1566644700,1,500,C3,1,0,3
1566644700,8,500,C3,0,0,1
1566644700,5,500,C3,1,0,11
1566644700,1,1200,C7,0,0,6
1566644700,1,1200,C3,1,2,18
1566644700,8,0,C2,0,0,40
1566644700,8,4000,C8,1,0,3
1566644700,3,1200,C3,0,0,6
1566644700,5,500,C1,0,3,35
1566644700,8,2000,C8,1,0,3
1566644700,8,500,C2,0,3,9
1566644700,3,1200,C1,1,0,13
1566644700,8,500,C8,1,0,154
1566644700,8,1200,C6,0,0,66
1566644700,3,1200,C8,1,0,5
1566644700,5,1200,C1,1,1,79
1566644700,1,1200,C1,1,0,8
1566644700,3,1200,C3,1,0,10
1566644700,1,8000,C8,1,0,3
1566644760,1,0,C8,0,0,3
1566644760,5,500,C3,1,0,12
1566644760,8,1200,C5,0,0,1
1566644760,8,500,C8,1,0,171
1566644760,8,1200,C8,0,0,6
1566644760,1,1200,C3,1,2,18
1566644760,5,1200,C1,1,2,79
1566644760,3,1200,C1,0,0,5
1566644760,8,2000,C6,0,0,1
1566644760,5,1200,C3,1,0,22
1566644760,5,1200,C8,1,0,3
1566644760,8,1200,C7,0,0,64
1566644760,8,500,C2,0,3,11
1566644760,8,1200,C6,0,0,72
1566644760,8,1200,C5,1,0,51
1566644760,8,0,C8,0,0,6
1566644760,3,1200,C3,1,0,9
1566644760,1,1200,C1,1,0,9
1566644760,1,8000,C8,1,0,3
1566644760,1,500,C7,0,3,3
1566644760,8,8000,C8,1,0,1
1566644760,8,0,C8,1,0,1
1566644760,1,1200,C8,1,0,55
1566644760,1,1200,C6,0,0,2
1566644760,8,1200,C8,1,2,1045
1566644760,1,1200,C7,0,0,6
1566644760,1,0,C2,0,0,3
1566644760,5,1200,C3,0,0,21
1566644760,5,500,C3,0,1,22
1566644760,8,1200,C1,0,1,18
1566644760,5,500,C1,1,1,29
1566644760,3,500,C1,0,1,12
1566644760,8,2000,C8,1,0,3
1566644760,8,500,C1,1,14,371
1566644760,8,1200,C3,1,10,628
1566644760,8,500,C7,0,0,15
1566644760,8,500,C5,1,2,3
1566644760,5,0,C1,0,0,2
1566644760,1,500,C8,1,0,4
1566644760,3,500,C1,1,0,3
1566644760,8,0,C2,0,0,30
1566644760,1,500,C3,1,0,3
1566644760,5,1200,C1,0,0,32
1566644760,3,1200,C1,1,0,12
1566644760,8,4000,C8,1,0,3
1566644760,5,500,C1,0,4,33
1566644760,3,1200,C3,0,0,9
1566644760,8,1200,C3,0,0,15
1566644760,8,1200,C1,1,19,845
1566644760,3,1200,C8,1,0,8
1566644760,8,500,C3,1,3,200
1566644760,8,500,C1,0,1,10
1566644820,1,8000,C8,1,0,3
1566644820,3,500,C1,0,0,6
1566644820,1,1200,C3,1,3,18
1566644820,3,500,C1,1,0,1
1566644820,8,500,C7,0,0,17
1566644820,5,500,C3,0,0,17
1566644820,8,1200,C7,0,0,64
1566644820,8,1200,C1,0,1,17
1566644820,3,1200,C3,0,0,9
1566644820,1,1200,C8,1,0,57
1566644820,3,1200,C1,0,0,3
1566644820,8,0,C8,0,0,5
1566644820,1,500,C8,1,0,7
1566644820,8,1200,C5,0,0,1
1566644820,8,500,C5,1,1,3
1566644820,8,500,C1,1,122,362
1566644820,8,500,C1,0,4,12
1566644820,5,1200,C8,1,0,3
1566644820,8,4000,C8,1,0,3
1566644820,5,1200,C1,1,2,76
1566644820,5,500,C1,0,3,31
1566644820,5,0,C2,0,0,3
1566644820,8,1200,C3,0,0,14
1566644820,8,500,C3,1,54,215
1566644820,1,500,C3,1,1,3
1566644820,8,1200,C8,1,5,1072
1566644820,8,500,C2,0,0,9
1566644820,8,1200,C1,1,19,864
1566644820,8,2000,C8,1,0,3
1566644820,3,1200,C5,1,0,1
1566644820,1,500,C7,0,0,3
1566644820,8,1200,C3,1,13,609
1566644820,1,1200,C7,0,0,6
1566644820,8,0,C5,1,0,1
1566644820,3,1200,C8,1,0,8
1566644820,7,0,C5,1,0,1
1566644820,5,500,C3,1,5,18
1566644820,5,1200,C3,1,1,25
1566644820,8,1200,C8,0,0,3
1566644820,3,1200,C3,1,1,11
1566644820,1,1200,C1,1,0,6
1566644820,1,0,C2,0,0,3
1566644820,5,1200,C1,0,1,35
1566644820,8,2000,C6,0,0,1
1566644820,8,500,C8,1,1,165
1566644820,5,1200,C3,0,0,29
1566644820,8,1200,C5,1,0,59
1566644820,8,1200,C6,0,0,53
1566644820,1,1200,C6,0,0,2
1566644820,5,500,C1,1,9,28
1566644820,3,1200,C1,1,0,12
1566644820,8,0,C2,0,0,43
1566644820,5,0,C5,1,0,1
1566644820,5,0,C1,0,0,3
1566644880,1,500,C3,1,0,3
1566644880,8,1200,C6,0,0,64
1566644880,1,1200,C6,0,0,1
1566644880,8,1200,C5,0,0,2
1566644880,8,0,C2,0,0,44
1566644880,5,500,C3,0,0,17
1566644880,1,1200,C1,1,3,4
1566644880,8,500,C3,1,3,221
1566644880,3,500,C1,0,1,8
1566644880,8,1200,C1,0,1,12
1566644880,5,500,C3,1,0,13
1566644880,8,500,C7,0,0,20
1566644880,8,1200,C8,1,53,1061
1566644880,1,500,C8,1,0,9
1566644880,3,1200,C1,0,0,3
1566644880,8,2000,C6,0,0,1
1566644880,8,500,C2,0,1,9
1566644880,5,1200,C8,1,0,3
1566644880,8,1200,C7,0,0,64
1566644880,8,500,C5,1,0,5
1566644880,5,1200,C3,1,15,28
1566644880,5,1200,C3,0,0,37
1566644880,5,0,C1,0,0,3
1566644880,3,1200,C3,0,0,8
1566644880,8,1200,C8,0,0,3
1566644880,1,1200,C7,0,0,6
1566644880,1,1200,C8,1,2,53
1566644880,3,1200,C8,1,1,8
1566644880,8,500,C1,0,3,11
1566644880,5,500,C1,1,0,23
1566644880,8,1200,C1,1,681,893
1566644880,1,8000,C8,1,0,3
1566644880,5,1200,C1,1,61,83
1566644880,1,1200,C3,1,14,19
1566644880,5,500,C1,0,4,37
1566644880,3,1200,C3,1,8,12
1566644880,8,4000,C8,1,0,3
1566644880,8,2000,C8,1,0,3
1566644880,5,1200,C1,0,0,32
1566644880,8,0,C8,1,0,1
1566644880,3,1200,C1,1,7,11
1566644880,1,500,C7,0,0,6
1566644880,8,1200,C3,1,443,658
1566644880,1,0,C8,0,0,3
1566644880,8,500,C8,1,0,164
1566644880,8,500,C1,1,14,418
1566644880,1,0,C2,0,0,3
1566644880,8,1200,C5,1,45,57
1566644880,8,1200,C3,0,0,12
1566644880,8,0,C8,0,0,6
1566644940,5,500,C1,0,5,47
1566644940,8,4000,C8,1,0,2
1566644940,8,0,C8,0,0,6
1566644940,8,500,C7,0,0,21
1566644940,5,1200,C1,1,57,80
1566644940,5,500,C3,1,0,16
1566644940,5,500,C1,1,0,22
1566644940,8,1200,C8,0,0,3
1566644940,8,1200,C5,1,42,60
1566644940,8,1200,C3,0,0,14
1566644940,8,1200,C3,1,352,631
1566644940,8,500,C2,0,1,9
1566644940,1,1200,C8,1,0,62
1566644940,3,1200,C3,0,0,6
1566644940,1,1200,C6,0,0,2
1566644940,5,1200,C3,1,12,27
1566644940,1,500,C7,0,0,6
1566644940,5,1200,C1,0,0,32
1566644940,3,1200,C1,0,0,3
1566644940,8,1200,C8,1,3,1052
1566644940,1,1200,C7,0,0,6
1566644940,3,1200,C1,1,7,10
1566644940,8,500,C1,0,2,12
1566644940,8,1200,C6,0,0,61
1566644940,3,1200,C3,1,6,12
1566644940,5,0,C1,0,0,8
1566644940,1,1200,C1,1,5,5
1566644940,1,500,C3,1,0,6
1566644940,8,2000,C8,1,0,3
1566644940,5,1200,C8,1,0,6
1566644940,1,0,C2,0,0,3
1566644940,3,1200,C8,1,0,8
1566644940,8,1200,C7,0,0,55
1566644940,8,500,C8,1,0,168
1566644940,1,1200,C8,0,0,2
1566644940,8,1200,C1,0,2,18
1566644940,1,0,C8,0,0,3
1566644940,8,500,C1,1,8,409
1566644940,8,500,C5,1,0,7
1566644940,3,500,C1,0,0,12
1566644940,1,1200,C3,1,14,22
1566644940,5,1200,C3,0,0,29
1566644940,1,500,C8,1,0,9
1566644940,8,0,C2,0,1,47
1566644940,8,1200,C1,1,590,876
1566644940,5,500,C3,0,0,18
1566644940,1,8000,C8,1,0,3
1566644940,8,2000,C6,0,0,2
1566644940,3,500,C1,1,0,3
1566644940,3,0,C2,0,0,1
1566644940,8,500,C3,1,0,229
1566645000,5,1200,C3,0,0,20
1566645000,8,1200,C1,1,498,830
1566645000,8,500,C7,0,0,22
1566645000,1,500,C7,0,1,6
1566645000,5,500,C3,1,0,15
1566645000,5,500,C1,0,3,53
1566645000,1,500,C8,1,0,9
1566645000,1,0,C8,0,0,3
1566645000,1,1200,C1,1,4,6
1566645000,8,0,C8,1,0,1
1566645000,8,0,C2,0,0,41
1566645000,3,1200,C8,1,0,10
1566645000,5,500,C1,1,1,21
1566645000,1,1200,C7,0,0,6
1566645000,8,1200,C1,0,0,11
1566645000,3,1200,C1,1,5,10
1566645000,8,1200,C6,0,0,69
1566645000,5,500,C3,0,1,19
1566645000,1,1200,C8,1,0,53
1566645000,8,500,C3,1,5,206
1566645000,3,1200,C1,0,0,3
1566645000,8,500,C1,0,2,10
1566645000,8,500,C3,0,0,2
1566645000,1,1200,C6,0,0,2
1566645000,1,1200,C3,1,12,25
1566645000,8,500,C1,1,15,379
1566645000,1,0,C2,0,0,3
1566645000,1,8000,C8,1,0,3
1566645000,3,1200,C3,0,0,7
1566645000,5,1200,C8,1,0,6
1566645000,8,1200,C3,1,303,560
1566645000,3,1200,C3,1,8,15
1566645000,8,1200,C8,1,4,1054
1566645000,8,500,C8,1,1,175
1566645000,3,500,C1,1,0,3
1566645000,5,0,C1,0,0,3
1566645000,8,1200,C8,0,0,3
1566645000,8,2000,C8,1,0,3
1566645000,3,500,C1,0,0,12
1566645000,5,1200,C3,1,10,26
1566645000,8,1200,C5,1,33,56
1566645000,8,0,C8,0,0,5
1566645000,8,500,C5,1,0,7
1566645000,1,500,C1,1,0,2
1566645000,8,1200,C3,0,0,13
1566645000,5,1200,C1,0,0,34
1566645000,5,0,C5,1,0,1
1566645000,1,500,C3,1,0,6
1566645000,8,1200,C7,0,0,54
1566645000,1,1200,C8,0,0,3
1566645000,8,500,C2,0,3,9
1566645000,5,1200,C1,1,43,67
1566645000,8,2000,C6,0,0,1
1566645060,3,1200,C3,1,8,16
1566645060,8,1200,C8,0,0,7
1566645060,8,1200,C1,1,383,765
1566645060,5,0,C1,0,0,9
1566645060,1,0,C8,0,0,1
1566645060,5,500,C1,0,3,51
1566645060,8,2000,C8,1,0,3
1566645060,5,1200,C8,1,0,9
1566645060,8,500,C1,0,4,8
1566645060,8,500,C1,1,7,375
1566645060,5,1200,C1,0,0,40
1566645060,3,1200,C8,1,0,12
1566645060,8,0,C8,1,0,1
1566645060,1,500,C3,1,0,3
1566645060,5,500,C1,1,0,20
1566645060,5,1200,C1,1,33,70
1566645060,1,1200,C3,1,12,25
1566645060,8,0,C2,0,0,44
1566645060,5,1200,C3,1,10,27
1566645060,3,500,C1,1,0,1
1566645060,3,1200,C1,1,6,9
1566645060,1,8000,C8,1,0,3
1566645060,5,500,C3,0,0,16
1566645060,8,1200,C1,0,1,1
1566645060,8,500,C3,0,0,8
1566645060,5,1200,C5,1,0,1
1566645060,1,500,C7,0,0,6
1566645060,1,500,C8,1,0,8
1566645060,8,500,C8,1,0,182
1566645060,8,500,C2,0,1,10
1566645060,1,1200,C6,0,0,2
1566645060,1,1200,C1,1,2,8
1566645060,8,1200,C5,1,24,51
1566645060,8,1200,C6,0,0,69
1566645060,1,1200,C7,0,0,6
1566645060,8,0,C8,0,0,5
1566645060,1,1200,C8,0,0,3
1566645060,8,500,C7,0,0,19
1566645060,8,1200,C2,0,0,1
1566645060,1,1200,C8,1,0,61
1566645060,8,500,C3,1,3,208
1566645060,3,1200,C1,0,0,4
1566645060,8,1200,C8,1,3,1072
1566645060,8,1200,C3,0,0,13
1566645060,5,500,C3,1,1,15
1566645060,8,1200,C3,1,215,545
1566645060,3,0,C2,0,0,1
1566645060,5,1200,C3,0,0,20
1566645060,3,1200,C3,0,0,9
1566645060,8,1200,C7,0,0,55
1566645060,1,0,C2,0,1,5
1566645060,3,500,C1,0,1,12
1566645060,8,2000,C6,0,0,1
1566645060,8,500,C5,1,0,6
1566645120,8,1200,C1,0,0,1
