min,cdn,bitrate,p2p,device,value,cnt
1581750600,7,4500,0,C2,0,2
1581750600,8,0,1,C5,0,1
1581750600,8,2500,1,C1,0,1
1581750660,3,-1,0,C2,0,2
1581750660,3,0,0,C1,5,267
1581750660,3,0,0,C2,43,3187
1581750660,3,0,0,C3,2,13
1581750660,3,0,0,C5,0,3
1581750660,3,0,0,C8,0,17
1581750660,3,0,1,C2,0,3
1581750660,3,0,1,C3,8,73
1581750660,3,0,1,C5,0,6
1581750660,3,500,0,C1,87,2469
1581750660,3,500,0,C2,29,556
1581750660,3,500,0,C3,24,374
1581750660,3,500,0,C4,2,4
1581750660,3,500,0,C5,1,135
1581750660,3,500,0,C6,7,374
1581750660,3,500,0,C7,1,208
1581750660,3,500,0,C8,1,167
1581750660,3,500,1,C1,442,21790
1581750660,3,500,1,C3,221,7234
1581750660,3,500,1,C4,2,61
1581750660,3,500,1,C5,18,453
1581750660,3,500,1,C6,0,6
1581750660,3,500,1,C8,4,2981
1581750660,3,2500,0,C1,157,4586
1581750660,3,2500,0,C2,126,2358
1581750660,3,2500,0,C3,20,624
1581750660,3,2500,0,C5,2,110
1581750660,3,2500,0,C6,14,879
1581750660,3,2500,0,C7,4,286
1581750660,3,2500,0,C8,0,318
1581750660,3,2500,1,C1,1264,72192
1581750660,3,2500,1,C2,0,6
1581750660,3,2500,1,C3,558,21399
1581750660,3,2500,1,C5,83,5563
1581750660,3,2500,1,C6,2,36
1581750660,3,2500,1,C8,33,8388
1581750660,3,4500,0,C1,57,2188
1581750660,3,4500,0,C2,29,1433
1581750660,3,4500,0,C3,21,274
1581750660,3,4500,0,C5,0,6
1581750660,3,4500,0,C6,97,9753
1581750660,3,4500,0,C7,3,352
1581750660,3,4500,0,C8,5,713
1581750660,3,4500,1,C1,865,46153
1581750660,3,4500,1,C3,542,20021
1581750660,3,4500,1,C5,13,698
1581750660,3,4500,1,C6,9,239
1581750660,3,4500,1,C8,105,30162
1581750660,3,8000,0,C1,0,3
1581750660,3,8000,0,C2,2,202
1581750660,3,8000,0,C3,1,145
1581750660,3,8000,0,C5,0,18
1581750660,3,8000,0,C6,29,2203
1581750660,3,8000,0,C7,6,948
1581750660,3,8000,0,C8,0,108
1581750660,3,8000,1,C1,84,4941
1581750660,3,8000,1,C3,49,1234
1581750660,3,8000,1,C5,14,1244
1581750660,3,8000,1,C6,1,86
1581750660,3,8000,1,C8,0,2525
1581750660,5,0,0,C1,1,124
1581750660,5,0,0,C2,7,325
1581750660,5,0,0,C3,1,6
1581750660,5,0,1,C3,1,16
1581750660,5,0,1,C4,12,12
1581750660,5,0,1,C5,0,5
1581750660,5,500,0,C1,57,4087
1581750660,5,500,0,C2,8,85
1581750660,5,500,0,C3,21,1111
1581750660,5,500,0,C5,1,8
1581750660,5,500,0,C6,0,39
1581750660,5,500,0,C8,0,8
1581750660,5,500,1,C1,140,6288
1581750660,5,500,1,C3,113,2667
1581750660,5,500,1,C4,0,6
1581750660,5,500,1,C5,6,83
1581750660,5,500,1,C8,0,146
1581750660,5,2500,0,C1,112,9468
1581750660,5,2500,0,C2,30,245
1581750660,5,2500,0,C3,61,3430
1581750660,5,2500,0,C5,2,23
1581750660,5,2500,0,C6,3,144
1581750660,5,2500,0,C8,0,37
1581750660,5,2500,1,C1,327,17415
1581750660,5,2500,1,C3,187,6441
1581750660,5,2500,1,C5,18,805
1581750660,5,2500,1,C6,0,3
1581750660,5,2500,1,C8,1,447
1581750660,5,4500,0,C1,11,693
1581750660,5,4500,0,C2,0,114
1581750660,5,4500,0,C3,6,284
1581750660,5,4500,0,C5,0,3
1581750660,5,4500,0,C6,6,258
1581750660,5,4500,0,C8,0,32
1581750660,5,4500,1,C1,202,12660
1581750660,5,4500,1,C3,195,5591
1581750660,5,4500,1,C5,0,105
1581750660,5,4500,1,C6,0,6
1581750660,5,4500,1,C8,7,993
1581750660,5,8000,0,C1,0,13
1581750660,5,8000,0,C2,2,17
1581750660,5,8000,0,C3,5,73
1581750660,5,8000,0,C6,9,721
1581750660,5,8000,0,C7,0,6
1581750660,5,8000,0,C8,0,13
1581750660,5,8000,1,C1,27,1291
1581750660,5,8000,1,C3,10,290
1581750660,5,8000,1,C5,3,158
1581750660,5,8000,1,C6,3,6
1581750660,5,8000,1,C8,0,242
1581750660,6,0,1,C5,0,2
1581750660,6,4500,0,C2,0,1
1581750660,7,0,1,C5,0,2
1581750660,7,2500,0,C2,0,1
1581750660,8,0,1,C5,0,1
1581750720,3,0,0,C1,4,258
1581750720,3,0,0,C2,42,3180
1581750720,3,0,0,C3,3,12
1581750720,3,0,0,C8,0,21
1581750720,3,0,1,C2,0,3
1581750720,3,0,1,C3,2,60
1581750720,3,0,1,C5,0,4
1581750720,3,500,0,C1,87,2466
1581750720,3,500,0,C2,29,559
1581750720,3,500,0,C3,24,357
1581750720,3,500,0,C4,2,3
1581750720,3,500,0,C5,6,135
1581750720,3,500,0,C6,7,367
1581750720,3,500,0,C7,3,209
1581750720,3,500,0,C8,2,160
1581750720,3,500,1,C1,385,21990
1581750720,3,500,1,C3,208,7203
1581750720,3,500,1,C4,0,61
1581750720,3,500,1,C5,8,473
1581750720,3,500,1,C6,0,6
1581750720,3,500,1,C8,2,2971
1581750720,3,2500,0,C1,139,4611
1581750720,3,2500,0,C2,130,2400
1581750720,3,2500,0,C3,21,660
1581750720,3,2500,0,C5,2,109
1581750720,3,2500,0,C6,16,883
1581750720,3,2500,0,C7,1,291
1581750720,3,2500,0,C8,1,308
1581750720,3,2500,1,C1,1175,73061
1581750720,3,2500,1,C2,0,6
1581750720,3,2500,1,C3,495,20984
1581750720,3,2500,1,C5,69,5634
1581750720,3,2500,1,C6,2,35
1581750720,3,2500,1,C8,20,8434
1581750720,3,4500,0,C1,63,2218
1581750720,3,4500,0,C2,32,1431
1581750720,3,4500,0,C3,15,280
1581750720,3,4500,0,C5,0,6
1581750720,3,4500,0,C6,102,9821
1581750720,3,4500,0,C7,3,356
1581750720,3,4500,0,C8,1,703
1581750720,3,4500,1,C1,811,46644
1581750720,3,4500,1,C3,512,18628
1581750720,3,4500,1,C5,15,715
1581750720,3,4500,1,C6,15,234
1581750720,3,4500,1,C8,111,30401
1581750720,3,8000,0,C1,0,3
1581750720,3,8000,0,C2,5,205
1581750720,3,8000,0,C3,4,134
1581750720,3,8000,0,C5,0,20
1581750720,3,8000,0,C6,29,2243
1581750720,3,8000,0,C7,8,948
1581750720,3,8000,0,C8,1,113
1581750720,3,8000,1,C1,97,4971
1581750720,3,8000,1,C3,43,1218
1581750720,3,8000,1,C5,14,1231
1581750720,3,8000,1,C6,0,85
1581750720,3,8000,1,C8,3,2495
1581750720,5,-1,0,C2,0,1
1581750720,5,0,0,C1,1,120
1581750720,5,0,0,C2,4,317
1581750720,5,0,0,C3,0,7
1581750720,5,0,1,C3,1,9
1581750720,5,0,1,C4,12,12
1581750720,5,500,0,C1,59,4169
1581750720,5,500,0,C2,12,82
1581750720,5,500,0,C3,17,1104
1581750720,5,500,0,C5,1,6
1581750720,5,500,0,C6,0,36
1581750720,5,500,0,C8,0,7
1581750720,5,500,1,C1,149,6324
1581750720,5,500,1,C3,99,2648
1581750720,5,500,1,C4,0,6
1581750720,5,500,1,C5,0,83
1581750720,5,500,1,C8,0,149
1581750720,5,2500,0,C1,99,9576
1581750720,5,2500,0,C2,28,249
1581750720,5,2500,0,C3,40,3486
1581750720,5,2500,0,C5,0,22
1581750720,5,2500,0,C6,2,146
1581750720,5,2500,0,C8,0,39
1581750720,5,2500,1,C1,295,17506
1581750720,5,2500,1,C3,208,6241
1581750720,5,2500,1,C5,7,813
1581750720,5,2500,1,C6,0,3
1581750720,5,2500,1,C8,1,442
1581750720,5,4500,0,C1,6,715
1581750720,5,4500,0,C2,0,114
1581750720,5,4500,0,C3,4,318
1581750720,5,4500,0,C5,0,3
1581750720,5,4500,0,C6,6,255
1581750720,5,4500,0,C8,0,36
1581750720,5,4500,1,C1,193,12725
1581750720,5,4500,1,C3,165,4991
1581750720,5,4500,1,C5,6,107
1581750720,5,4500,1,C6,0,6
1581750720,5,4500,1,C8,10,997
1581750720,5,8000,0,C1,0,12
1581750720,5,8000,0,C2,0,14
1581750720,5,8000,0,C3,6,72
1581750720,5,8000,0,C6,11,757
1581750720,5,8000,0,C7,0,9
1581750720,5,8000,0,C8,0,18
1581750720,5,8000,1,C1,32,1293
1581750720,5,8000,1,C3,14,274
1581750720,5,8000,1,C5,2,156
1581750720,5,8000,1,C6,3,6
1581750720,5,8000,1,C8,1,241
1581750720,6,2500,0,C3,0,1
1581750720,7,0,1,C5,0,5
1581750720,7,2500,0,C2,0,1
1581750720,7,2500,1,C3,0,1
1581750720,8,0,1,C3,0,1
1581750720,8,0,1,C5,0,1
1581750720,8,2500,1,C5,0,1
1581750720,8,4500,0,C2,0,1
1581750780,3,-1,0,C2,0,1
1581750780,3,0,0,C1,2,262
1581750780,3,0,0,C2,42,3177
1581750780,3,0,0,C3,3,10
1581750780,3,0,0,C8,0,23
1581750780,3,0,1,C2,0,3
1581750780,3,0,1,C3,1,60
1581750780,3,0,1,C5,1,3
1581750780,3,500,0,C1,99,2445
1581750780,3,500,0,C2,29,564
1581750780,3,500,0,C3,29,369
1581750780,3,500,0,C4,3,3
1581750780,3,500,0,C5,4,135
1581750780,3,500,0,C6,6,369
1581750780,3,500,0,C7,0,214
1581750780,3,500,0,C8,0,162
1581750780,3,500,1,C1,422,22207
1581750780,3,500,1,C3,188,7241
1581750780,3,500,1,C4,1,62
1581750780,3,500,1,C5,18,478
1581750780,3,500,1,C6,0,6
1581750780,3,500,1,C8,4,2950
1581750780,3,2000,1,C1,0,1
1581750780,3,2500,0,C1,138,4677
1581750780,3,2500,0,C2,128,2396
1581750780,3,2500,0,C3,24,657
1581750780,3,2500,0,C5,3,112
1581750780,3,2500,0,C6,16,896
1581750780,3,2500,0,C7,2,291
1581750780,3,2500,0,C8,1,318
1581750780,3,2500,1,C1,1218,73841
1581750780,3,2500,1,C2,1,6
1581750780,3,2500,1,C3,487,20853
1581750780,3,2500,1,C5,85,5681
1581750780,3,2500,1,C6,0,39
1581750780,3,2500,1,C8,26,8275
1581750780,3,4500,0,C1,71,2254
1581750780,3,4500,0,C2,23,1424
1581750780,3,4500,0,C3,18,310
1581750780,3,4500,0,C5,0,6
1581750780,3,4500,0,C6,115,9838
1581750780,3,4500,0,C7,2,348
1581750780,3,4500,0,C8,3,684
1581750780,3,4500,1,C1,847,46980
1581750780,3,4500,1,C3,492,19204
1581750780,3,4500,1,C5,16,721
1581750780,3,4500,1,C6,14,245
1581750780,3,4500,1,C8,92,29810
1581750780,3,8000,0,C1,0,4
1581750780,3,8000,0,C2,5,214
1581750780,3,8000,0,C3,2,145
1581750780,3,8000,0,C5,0,20
1581750780,3,8000,0,C6,32,2242
1581750780,3,8000,0,C7,7,943
1581750780,3,8000,0,C8,0,110
1581750780,3,8000,1,C1,89,5009
1581750780,3,8000,1,C3,38,1208
1581750780,3,8000,1,C5,11,1248
1581750780,3,8000,1,C6,0,83
1581750780,3,8000,1,C8,1,2468
1581750780,5,-1,0,C2,0,1
1581750780,5,0,0,C1,1,129
1581750780,5,0,0,C2,10,318
1581750780,5,0,0,C3,0,5
1581750780,5,0,1,C3,0,12
1581750780,5,0,1,C4,12,12
1581750780,5,0,1,C5,0,6
1581750780,5,500,0,C1,67,4160
1581750780,5,500,0,C2,13,87
1581750780,5,500,0,C3,22,1121
1581750780,5,500,0,C5,2,6
1581750780,5,500,0,C6,0,32
1581750780,5,500,0,C8,0,12
1581750780,5,500,1,C1,162,6342
1581750780,5,500,1,C3,94,2710
1581750780,5,500,1,C4,0,6
1581750780,5,500,1,C5,2,83
1581750780,5,500,1,C8,0,143
1581750780,5,2500,0,C1,101,9674
1581750780,5,2500,0,C2,34,250
1581750780,5,2500,0,C3,46,3482
1581750780,5,2500,0,C5,0,20
1581750780,5,2500,0,C6,1,143
1581750780,5,2500,0,C8,0,46
1581750780,5,2500,1,C1,327,17684
1581750780,5,2500,1,C3,199,6301
1581750780,5,2500,1,C5,10,822
1581750780,5,2500,1,C6,0,3
1581750780,5,2500,1,C8,1,447
1581750780,5,4500,0,C1,9,713
1581750780,5,4500,0,C2,1,114
1581750780,5,4500,0,C3,2,304
1581750780,5,4500,0,C5,0,3
1581750780,5,4500,0,C6,3,249
1581750780,5,4500,0,C8,0,38
1581750780,5,4500,1,C1,207,12837
1581750780,5,4500,1,C3,165,5400
1581750780,5,4500,1,C5,1,108
1581750780,5,4500,1,C6,0,6
1581750780,5,4500,1,C8,4,942
1581750780,5,8000,0,C1,0,12
1581750780,5,8000,0,C2,0,12
1581750780,5,8000,0,C3,2,90
1581750780,5,8000,0,C6,8,755
1581750780,5,8000,0,C7,0,9
1581750780,5,8000,0,C8,0,16
1581750780,5,8000,1,C1,29,1318
1581750780,5,8000,1,C3,14,304
1581750780,5,8000,1,C5,4,160
1581750780,5,8000,1,C6,3,6
1581750780,5,8000,1,C8,1,235
1581750780,6,0,0,C5,0,1
1581750780,6,500,0,C2,0,1
1581750780,7,0,1,C5,0,1
1581750780,8,2500,1,C3,0,1
1581750780,8,2500,1,C5,0,1
1581750840,3,-1,0,C2,0,1
1581750840,3,0,0,C1,3,269
1581750840,3,0,0,C2,51,3154
1581750840,3,0,0,C3,1,3
1581750840,3,0,0,C8,0,24
1581750840,3,0,1,C2,0,3
1581750840,3,0,1,C3,2,67
1581750840,3,0,1,C5,0,2
1581750840,3,500,0,C1,85,2426
1581750840,3,500,0,C2,22,571
1581750840,3,500,0,C3,32,402
1581750840,3,500,0,C4,2,3
1581750840,3,500,0,C5,1,126
1581750840,3,500,0,C6,9,373
1581750840,3,500,0,C7,0,222
1581750840,3,500,0,C8,1,143
1581750840,3,500,1,C1,494,22394
1581750840,3,500,1,C3,218,7222
1581750840,3,500,1,C4,0,62
1581750840,3,500,1,C5,24,477
1581750840,3,500,1,C6,0,6
1581750840,3,500,1,C8,5,2788
1581750840,3,2000,1,C1,0,1
1581750840,3,2500,0,C1,145,4815
1581750840,3,2500,0,C2,158,2405
1581750840,3,2500,0,C3,22,602
1581750840,3,2500,0,C5,2,123
1581750840,3,2500,0,C6,17,944
1581750840,3,2500,0,C7,2,286
1581750840,3,2500,0,C8,1,316
1581750840,3,2500,1,C1,1250,74231
1581750840,3,2500,1,C2,0,6
1581750840,3,2500,1,C3,486,20696
1581750840,3,2500,1,C5,93,5696
1581750840,3,2500,1,C6,2,36
1581750840,3,2500,1,C8,27,7861
1581750840,3,4500,0,C1,83,2331
1581750840,3,4500,0,C2,26,1411
1581750840,3,4500,0,C3,19,261
1581750840,3,4500,0,C5,1,6
1581750840,3,4500,0,C6,107,9866
1581750840,3,4500,0,C7,3,350
1581750840,3,4500,0,C8,7,617
1581750840,3,4500,1,C1,857,47230
1581750840,3,4500,1,C3,439,18159
1581750840,3,4500,1,C5,14,718
1581750840,3,4500,1,C6,12,238
1581750840,3,4500,1,C8,129,28954
1581750840,3,8000,0,C1,0,6
1581750840,3,8000,0,C2,3,204
1581750840,3,8000,0,C3,1,148
1581750840,3,8000,0,C5,0,23
1581750840,3,8000,0,C6,31,2271
1581750840,3,8000,0,C7,6,938
1581750840,3,8000,0,C8,0,76
1581750840,3,8000,1,C1,104,5031
1581750840,3,8000,1,C3,42,1156
1581750840,3,8000,1,C5,18,1262
1581750840,3,8000,1,C6,0,85
1581750840,3,8000,1,C8,8,2401
1581750840,5,0,0,C1,4,141
1581750840,5,0,0,C2,9,322
1581750840,5,0,0,C3,1,6
1581750840,5,0,0,C5,0,1
1581750840,5,0,1,C3,0,11
1581750840,5,0,1,C4,12,12
1581750840,5,0,1,C5,0,2
1581750840,5,500,0,C1,73,4188
1581750840,5,500,0,C2,8,85
1581750840,5,500,0,C3,21,1123
1581750840,5,500,0,C5,0,3
1581750840,5,500,0,C6,2,30
1581750840,5,500,0,C8,0,15
1581750840,5,500,1,C1,159,6416
1581750840,5,500,1,C3,97,2730
1581750840,5,500,1,C4,0,6
1581750840,5,500,1,C5,4,85
1581750840,5,500,1,C8,0,134
1581750840,5,2500,0,C1,108,9761
1581750840,5,2500,0,C2,33,252
1581750840,5,2500,0,C3,46,3567
1581750840,5,2500,0,C5,1,15
1581750840,5,2500,0,C6,0,142
1581750840,5,2500,0,C8,1,42
1581750840,5,2500,1,C1,342,17708
1581750840,5,2500,1,C3,209,6269
1581750840,5,2500,1,C5,13,828
1581750840,5,2500,1,C6,0,3
1581750840,5,2500,1,C8,1,413
1581750840,5,4500,0,C1,14,723
1581750840,5,4500,0,C2,1,114
1581750840,5,4500,0,C3,4,282
1581750840,5,4500,0,C5,0,3
1581750840,5,4500,0,C6,4,256
1581750840,5,4500,0,C7,0,1
1581750840,5,4500,0,C8,1,30
1581750840,5,4500,1,C1,208,12878
1581750840,5,4500,1,C3,170,5178
1581750840,5,4500,1,C5,4,111
1581750840,5,4500,1,C6,0,6
1581750840,5,4500,1,C8,0,887
1581750840,5,8000,0,C1,0,10
1581750840,5,8000,0,C2,0,15
1581750840,5,8000,0,C3,3,79
1581750840,5,8000,0,C6,8,774
1581750840,5,8000,0,C7,0,10
1581750840,5,8000,0,C8,1,16
1581750840,5,8000,1,C1,21,1316
1581750840,5,8000,1,C3,11,272
1581750840,5,8000,1,C5,4,159
1581750840,5,8000,1,C6,3,6
1581750840,5,8000,1,C8,0,236
1581750840,6,0,0,C5,0,1
1581750840,6,0,1,C5,0,2
1581750840,7,0,1,C5,0,1
1581750840,8,0,0,C1,0,1
1581750840,8,0,0,C2,0,1
1581750840,8,2500,0,C2,0,1
1581750900,3,-1,0,C2,0,2
1581750900,3,0,0,C1,4,256
1581750900,3,0,0,C2,48,3130
1581750900,3,0,0,C3,1,3
1581750900,3,0,0,C5,0,1
1581750900,3,0,0,C8,0,16
1581750900,3,0,1,C2,0,3
1581750900,3,0,1,C3,0,54
1581750900,3,0,1,C5,0,5
1581750900,3,500,0,C1,102,2414
1581750900,3,500,0,C2,34,578
1581750900,3,500,0,C3,31,430
1581750900,3,500,0,C5,2,133
1581750900,3,500,0,C6,4,374
1581750900,3,500,0,C7,3,227
1581750900,3,500,0,C8,1,170
1581750900,3,500,1,C1,492,22436
1581750900,3,500,1,C3,213,7382
1581750900,3,500,1,C4,2,63
1581750900,3,500,1,C5,12,485
1581750900,3,500,1,C6,0,6
1581750900,3,500,1,C8,4,2825
1581750900,3,2500,0,C1,166,4914
1581750900,3,2500,0,C2,138,2412
1581750900,3,2500,0,C3,23,616
1581750900,3,2500,0,C5,3,119
1581750900,3,2500,0,C6,14,897
1581750900,3,2500,0,C7,3,283
1581750900,3,2500,0,C8,0,339
1581750900,3,2500,1,C1,1370,74498
1581750900,3,2500,1,C2,1,6
1581750900,3,2500,1,C3,507,21430
1581750900,3,2500,1,C5,114,5728
1581750900,3,2500,1,C6,1,39
1581750900,3,2500,1,C8,25,7989
1581750900,3,4500,0,C1,89,2373
1581750900,3,4500,0,C2,35,1426
1581750900,3,4500,0,C3,22,247
1581750900,3,4500,0,C5,0,3
1581750900,3,4500,0,C6,114,9941
1581750900,3,4500,0,C7,9,345
1581750900,3,4500,0,C8,4,634
1581750900,3,4500,1,C1,875,47563
1581750900,3,4500,1,C3,536,19275
1581750900,3,4500,1,C5,13,721
1581750900,3,4500,1,C6,13,236
1581750900,3,4500,1,C8,100,29391
1581750900,3,8000,0,C1,0,6
1581750900,3,8000,0,C2,1,205
1581750900,3,8000,0,C3,1,157
1581750900,3,8000,0,C5,0,21
1581750900,3,8000,0,C6,26,2251
1581750900,3,8000,0,C7,8,947
1581750900,3,8000,0,C8,0,76
1581750900,3,8000,1,C1,109,5033
1581750900,3,8000,1,C3,38,1205
1581750900,3,8000,1,C5,16,1252
1581750900,3,8000,1,C6,1,89
1581750900,3,8000,1,C8,3,2429
1581750900,5,0,0,C1,2,136
1581750900,5,0,0,C2,9,312
1581750900,5,0,0,C3,1,6
1581750900,5,0,1,C3,0,14
1581750900,5,0,1,C4,12,12
1581750900,5,0,1,C5,0,4
1581750900,5,500,0,C1,66,4249
1581750900,5,500,0,C2,7,85
1581750900,5,500,0,C3,18,1130
1581750900,5,500,0,C5,0,3
1581750900,5,500,0,C6,1,31
1581750900,5,500,0,C8,0,16
1581750900,5,500,1,C1,159,6426
1581750900,5,500,1,C3,92,2620
1581750900,5,500,1,C4,0,6
1581750900,5,500,1,C5,5,85
1581750900,5,500,1,C8,0,125
1581750900,5,2500,0,C1,106,9769
1581750900,5,2500,0,C2,35,251
1581750900,5,2500,0,C3,48,3607
1581750900,5,2500,0,C5,0,16
1581750900,5,2500,0,C6,0,157
1581750900,5,2500,0,C8,0,42
1581750900,5,2500,1,C1,357,17738
1581750900,5,2500,1,C3,234,6660
1581750900,5,2500,1,C5,14,830
1581750900,5,2500,1,C6,0,3
1581750900,5,2500,1,C8,1,418
1581750900,5,4500,0,C1,14,732
1581750900,5,4500,0,C2,0,117
1581750900,5,4500,0,C3,2,285
1581750900,5,4500,0,C5,0,3
1581750900,5,4500,0,C6,2,264
1581750900,5,4500,0,C8,0,32
1581750900,5,4500,1,C1,215,12865
1581750900,5,4500,1,C3,188,5469
1581750900,5,4500,1,C5,5,107
1581750900,5,4500,1,C6,0,6
1581750900,5,4500,1,C8,2,902
1581750900,5,8000,0,C1,0,9
1581750900,5,8000,0,C2,0,15
1581750900,5,8000,0,C3,2,92
1581750900,5,8000,0,C6,6,777
1581750900,5,8000,0,C7,0,10
1581750900,5,8000,0,C8,0,17
1581750900,5,8000,1,C1,33,1326
1581750900,5,8000,1,C3,9,282
1581750900,5,8000,1,C5,3,153
1581750900,5,8000,1,C6,2,7
1581750900,5,8000,1,C8,1,223
1581750900,6,2500,1,C1,1,1
1581750900,7,0,0,C5,0,1
1581750900,7,0,1,C5,0,1
1581750900,8,0,1,C5,0,1
1581750960,3,-1,0,C2,0,1
1581750960,3,0,0,C1,5,254
1581750960,3,0,0,C2,61,3145
1581750960,3,0,0,C3,0,7
1581750960,3,0,0,C5,0,1
1581750960,3,0,0,C8,0,15
1581750960,3,0,1,C2,0,3
1581750960,3,0,1,C3,2,51
1581750960,3,0,1,C5,0,2
1581750960,3,500,0,C1,97,2429
1581750960,3,500,0,C2,26,566
1581750960,3,500,0,C3,29,384
1581750960,3,500,0,C5,2,135
1581750960,3,500,0,C6,7,375
1581750960,3,500,0,C7,2,228
1581750960,3,500,0,C8,2,156
1581750960,3,500,1,C1,475,22073
1581750960,3,500,1,C3,228,7262
1581750960,3,500,1,C4,1,66
1581750960,3,500,1,C5,14,477
1581750960,3,500,1,C6,0,6
1581750960,3,500,1,C8,5,2630
1581750960,3,2500,0,C1,151,4935
1581750960,3,2500,0,C2,145,2408
1581750960,3,2500,0,C3,11,582
1581750960,3,2500,0,C5,1,126
1581750960,3,2500,0,C6,14,891
1581750960,3,2500,0,C7,4,286
1581750960,3,2500,0,C8,1,277
1581750960,3,2500,1,C1,1358,73149
1581750960,3,2500,1,C2,0,6
1581750960,3,2500,1,C3,541,21375
1581750960,3,2500,1,C5,82,5626
1581750960,3,2500,1,C6,2,36
1581750960,3,2500,1,C8,21,7351
1581750960,3,3000,1,C1,0,1
1581750960,3,4500,0,C1,790,2307
1581750960,3,4500,0,C2,473,1374
1581750960,3,4500,0,C3,70,273
1581750960,3,4500,0,C5,1,3
1581750960,3,4500,0,C6,1397,9906
1581750960,3,4500,0,C7,89,330
1581750960,3,4500,0,C8,8,555
