min,cdn,bitrate,p2p,device,value,cnt
1569184320,8,500,1,C5,0,18
1569184620,8,1200,1,C3,11,1446
1569184620,3,4000,0,C3,0,3
1569184440,1,500,1,C3,5,29
1569184560,8,2000,0,C6,0,30
1569184620,5,4000,1,C3,1,23
1569184680,3,500,0,C1,0,24
1569184320,3,6000,1,C8,0,6
1569184680,8,2000,1,C3,61,6756
1569184380,1,4000,1,C1,0,15
1569184680,5,500,1,C1,4,92
1569184560,7,2000,1,C3,0,1
1569184440,1,6000,0,C7,0,14
1569184740,1,2000,1,C8,0,47
1569184620,5,6000,1,C3,2,79
1569184680,5,2000,0,C3,1,374
1569184800,8,2000,1,C5,1,548
1569184320,4,4000,1,C3,0,2
1569184620,8,6000,0,C3,0,60
1569184860,1,1200,0,C6,0,1
1569184860,255,0,2,C8,0,3
1569184560,1,500,1,C1,6,30
1569184500,1,4000,1,C8,1,53
1569184680,3,2000,1,C3,3,53
1569184680,8,500,0,C1,4,40
1569184320,8,6000,1,C8,0,242
1569184320,8,6000,0,C2,0,6
1569184800,8,500,1,C4,4,27
1569184800,8,500,0,C2,1,6
1569184620,5,1200,0,C3,0,174
1569184320,8,4000,1,C8,67,2280
1569184320,8,4000,0,C2,1,41
1569184500,1,6000,1,C8,0,20
1569184620,8,4000,0,C3,0,6
1569184620,3,1200,1,C3,0,12
1569184440,1,2000,0,C1,0,6
1569184440,5,500,0,C3,0,86
1569184860,5,6000,0,C6,0,4
1569184380,5,6000,0,C1,0,25
1569184320,1,4000,1,C8,3,53
1569184380,3,6000,1,C1,0,30
1569184500,8,6000,1,C8,0,244
1569184440,3,500,1,C3,3,16
1569184440,8,2000,0,C1,8,78
1569184380,5,4000,0,C1,0,27
1569184560,5,2000,1,C3,12,371
1569184440,8,0,0,C2,1,102
1569184740,3,2000,1,C8,0,24
1569184860,8,1200,0,C6,1,28
1569184560,8,500,1,C1,37,1965
1569184500,8,4000,1,C8,62,2339
1569184380,8,1200,0,C1,1,28
1569184320,1,6000,1,C8,0,20
1569184380,3,4000,1,C1,0,18
1569184560,3,2000,0,C3,0,6
1569184680,8,6000,1,C8,1,253
1569184860,1,2000,1,C1,0,71
1569184800,3,6000,0,C6,0,1
1569184740,8,6000,1,C3,23,1218
1569184500,1,1200,1,C1,0,12
1569184620,1,500,1,C8,0,2
1569184740,5,1200,1,C3,2,36
1569184440,5,2000,0,C8,0,3
1569184920,1,1200,1,C1,0,1
1569184800,1,2000,0,C8,0,20
1569184740,8,500,0,C7,0,9
1569184680,8,4000,1,C8,75,2413
1569184560,4,2000,1,C3,0,1
1569184500,8,2000,0,C2,1,68
1569184800,3,4000,0,C6,0,2
1569184740,8,4000,1,C3,4,278
1569184440,3,2000,1,C8,0,27
1569184320,1,1200,1,C3,0,9
1569184740,3,1200,0,C3,0,11
1569184620,8,500,1,C8,1,464
1569184800,8,1200,0,C3,0,80
1569184800,3,4000,1,C3,0,6
1569184320,5,4000,1,C3,10,35
1569184560,5,6000,1,C5,1,6
1569184800,8,2000,0,C8,1,22
1569184500,5,6000,1,C1,1,198
1569184920,8,1200,1,C1,0,29
1569184860,5,6000,0,C7,0,3
1569184740,1,500,0,C7,0,6
1569184680,1,4000,1,C8,1,55
1569184500,3,6000,0,C1,0,3
1569184620,8,2000,1,C5,201,583
1569184320,8,1200,1,C3,14,1377
1569184800,5,4000,0,C3,0,34
1569184740,1,4000,1,C3,0,9
1569184320,3,4000,0,C3,0,3
1569184680,1,6000,1,C8,0,20
1569184500,5,4000,1,C1,2,79
1569184860,3,500,0,C3,0,5
1569184860,8,2000,1,C1,93,11690
1569184500,8,2000,0,C7,0,12
1569184800,3,6000,1,C3,0,24
1569184320,5,6000,1,C3,0,54
1569184560,8,1200,1,C5,2,56
1569184860,5,500,1,C3,2,21
1569184800,5,6000,0,C3,0,22
1569184740,1,6000,1,C3,3,67
1569184500,8,1200,1,C1,21,1890
1569184500,3,4000,0,C1,0,11
1569184920,5,6000,1,C1,0,2
1569184440,8,2000,0,C3,0,323
1569184440,3,500,1,C1,0,12
1569184560,8,1200,1,C8,0,126
1569184860,1,6000,1,C8,0,22
1569184380,3,6000,1,C3,0,27
1569184560,3,4000,0,C8,0,5
1569184380,5,6000,0,C3,0,14
1569184560,5,4000,1,C8,0,17
1569184740,8,500,0,C2,0,6
1569184440,1,2000,0,C6,0,5
1569184560,8,6000,0,C7,0,114
1569184440,5,500,0,C1,4,270
1569184560,3,2000,0,C1,0,22
1569184860,1,4000,1,C8,1,51
1569184560,3,6000,0,C8,0,3
1569184380,8,1200,0,C3,0,66
1569184560,8,500,1,C3,7,765
1569184860,8,2000,1,C5,1,544
1569184920,8,500,1,C8,0,7
1569184500,255,0,2,C8,0,3
1569184380,3,4000,1,C3,0,3
1569184740,3,6000,1,C5,0,3
1569184560,8,4000,0,C7,0,21
1569184560,5,2000,1,C1,10,1470
1569184380,5,4000,0,C3,0,62
1569184560,5,6000,1,C8,0,6
1569184680,8,500,0,C3,2,67
1569184380,8,1200,0,C6,2,30
1569184680,3,2000,1,C1,0,136
1569184560,1,500,1,C3,7,32
1569184860,8,4000,1,C8,57,2400
1569184500,4,6000,1,C3,0,1
1569184680,5,2000,0,C1,6,1001
1569184320,255,0,2,C8,0,3
1569184620,3,1200,1,C1,0,19
1569184500,8,500,1,C4,0,23
1569184320,8,2000,0,C5,0,12
1569184620,8,4000,0,C1,0,6
1569184860,8,6000,1,C8,5,240
1569184560,1,1200,1,C8,0,3
1569184500,5,0,0,C3,0,1
1569184380,5,6000,0,C6,0,4
1569184620,5,1200,0,C1,3,370
1569184440,8,2000,0,C6,1,31
1569184560,1,6000,0,C7,0,12
1569184620,5,2000,1,C8,0,30
1569184320,8,1200,1,C1,7,1859
1569184800,5,4000,0,C1,1,32
1569184740,1,4000,1,C1,0,21
1569184320,3,4000,0,C1,0,5
1569184620,8,6000,0,C6,1,43
1569184740,3,4000,0,C6,0,1
1569184380,8,4000,0,C8,16,49
1569184380,3,1200,1,C8,0,3
1569184320,8,2000,0,C7,0,6
1569184920,8,1200,1,C3,0,11
1569184500,5,6000,1,C3,0,79
1569184620,3,2000,0,C8,1,1
1569184380,8,4000,1,C5,0,34
1569184800,4,0,1,C1,0,1
1569184320,5,4000,1,C1,1,75
1569184800,8,1200,0,C1,1,30
1569184800,3,4000,1,C1,0,25
1569184500,8,1200,1,C3,10,1387
1569184920,5,6000,1,C3,0,1
1569184380,8,6000,0,C8,0,5
1569184500,3,4000,0,C3,0,3
1569184620,8,4000,0,C6,2,314
1569184740,3,6000,0,C6,0,1
1569184320,3,6000,0,C1,0,3
1569184800,5,6000,0,C1,0,21
1569184740,1,6000,1,C1,0,88
1569184860,5,500,1,C1,1,81
1569184860,8,2000,1,C3,66,6729
1569184320,5,6000,1,C1,0,188
1569184800,3,6000,1,C1,0,52
1569184860,3,500,0,C1,0,27
1569184380,8,6000,1,C5,0,149
1569184500,5,4000,1,C3,0,18
1569184620,5,1200,0,C6,1,1
1569184500,1,1200,1,C3,0,9
1569184620,1,4000,0,C6,0,4
1569184740,8,6000,1,C1,19,1696
1569184860,1,2000,1,C3,1,40
1569184440,8,1200,0,C5,0,1
1569184380,1,6000,1,C5,0,6
1569184740,8,4000,1,C1,3,531
1569184740,3,1200,0,C1,0,21
1569184320,1,1200,1,C1,1,11
1569184620,1,6000,0,C6,0,8
1569184560,8,1200,0,C2,1,18
1569184380,1,4000,1,C5,0,3
1569184680,255,0,2,C8,0,3
1569184740,5,1200,1,C1,0,144
1569184800,1,500,1,C8,0,2
1569184800,1,4000,1,C1,0,21
1569184740,5,4000,0,C1,0,30
1569184440,8,6000,1,C5,2,161
1569184620,1,2000,0,C8,0,18
1569184740,3,4000,1,C1,0,22
1569184740,8,1200,0,C1,2,32
1569184440,5,500,1,C8,0,3
1569184380,1,1200,1,C8,0,3
1569184740,1,4000,0,C6,1,4
1569184440,8,4000,1,C5,0,33
1569184800,1,6000,1,C1,0,91
1569184740,5,6000,0,C1,0,22
1569184740,1,6000,0,C6,0,5
1569184740,3,6000,1,C1,0,51
1569184860,8,500,0,C1,0,53
1569184860,8,2000,0,C2,5,73
1569184440,1,4000,1,C5,0,3
1569184860,3,2000,1,C3,3,59
1569184800,8,6000,1,C1,13,1679
1569184380,5,6000,1,C8,0,6
1569184500,5,1200,0,C3,0,162
1569184920,8,6000,0,C3,0,1
1569184740,8,6000,0,C6,2,47
1569184620,3,4000,0,C6,0,1
1569184380,3,6000,0,C8,0,3
1569184500,8,4000,0,C3,0,6
1569184500,3,1200,1,C3,0,13
1569184860,5,2000,0,C3,0,382
1569184380,5,4000,1,C8,2,20
1569184740,5,1200,0,C6,0,1
1569184800,8,500,1,C8,0,464
1569184680,4,500,1,C3,0,1
1569184320,5,1200,0,C1,1,332
1569184800,8,4000,1,C1,7,531
1569184620,8,2000,0,C8,1,18
1569184800,3,1200,0,C1,0,21
1569184440,1,6000,1,C5,0,6
1569184320,3,1200,1,C1,0,21
1569184800,5,1200,1,C1,1,146
1569184320,8,4000,0,C1,0,6
1569184380,8,1200,1,C8,0,131
1569184500,8,6000,0,C3,0,59
1569184380,3,4000,0,C8,0,5
1569184920,5,1200,0,C3,0,3
1569184740,8,4000,0,C6,1,311
1569184620,3,6000,0,C6,0,1
1569184500,8,0,1,C3,0,1
1569184620,8,2000,0,C7,1,10
1569184740,1,4000,1,C5,0,3
1569184620,5,4000,1,C1,1,81
1569184920,8,2000,1,C5,0,9
1569184440,1,500,1,C1,6,30
1569184620,8,1200,1,C1,24,1916
1569184680,5,6000,0,C7,0,3
1569184620,3,4000,0,C1,0,7
1569184500,8,1200,0,C6,3,30
1569184380,1,6000,1,C3,1,64
1569184860,3,6000,1,C8,0,6
1569184620,5,6000,1,C1,3,202
1569184380,1,500,0,C7,3,6
1569184740,1,6000,1,C5,0,9
1569184500,5,6000,0,C6,0,4
1569184680,5,500,1,C3,0,20
1569184680,8,2000,1,C1,115,11573
1569184380,1,4000,1,C3,0,16
1569184860,3,4000,1,C8,0,16
1569184560,1,2000,0,C1,0,6
1569184680,3,500,0,C3,0,6
1569184620,3,6000,0,C1,0,3
1569184740,8,6000,1,C5,0,157
1569184380,8,500,0,C7,0,3
1569184560,5,500,0,C3,0,83
1569184380,5,1200,1,C3,0,34
1569184620,8,500,0,C2,0,6
1569184560,8,6000,0,C8,0,3
1569184380,8,4000,1,C3,6,289
1569184680,1,2000,1,C1,1,69
1569184380,3,1200,0,C3,0,12
1569184560,8,2000,0,C1,12,86
1569184560,3,500,1,C3,1,12
1569184740,5,500,1,C8,0,3
1569184560,8,0,0,C2,0,99
1569184740,8,4000,1,C5,0,37
1569184440,5,2000,1,C3,7,425
1569184440,8,500,1,C1,32,1910
1569184620,1,1200,1,C1,0,12
1569184440,3,2000,0,C3,0,6
1569184560,8,4000,0,C8,15,55
1569184560,3,1200,1,C8,0,3
1569184380,8,6000,1,C3,16,1106
1569184380,8,6000,1,C8,2,255
1569184500,8,1200,0,C3,0,72
1569184500,3,4000,1,C3,0,3
1569184920,5,6000,0,C3,0,1
1569184320,3,6000,1,C1,0,30
1569184800,5,6000,1,C1,4,210
1569184860,5,500,0,C1,5,282
1569184860,8,2000,0,C3,0,340
1569184320,5,6000,0,C1,0,27
1569184800,3,6000,0,C1,0,3
1569184860,3,500,1,C1,0,15
1569184500,5,4000,0,C3,0,30
1569184740,5,6000,0,C6,0,3
1569184440,1,500,1,C8,0,2
1569184320,8,1200,0,C1,0,29
1569184800,5,4000,1,C1,0,84
1569184320,3,4000,1,C1,0,17
1569184740,8,1200,0,C6,1,34
1569184800,5,500,1,C8,0,2
1569184380,8,4000,1,C8,77,2323
1569184500,3,6000,1,C3,0,24
1569184920,8,4000,0,C2,0,1
1569184800,8,2000,0,C7,0,9
1569184320,1,2000,0,C6,1,6
1569184500,5,6000,0,C3,0,14
1569184620,3,2000,1,C8,0,26
1569184320,5,4000,0,C1,0,27
1569184800,8,1200,1,C1,34,1911
1569184440,5,6000,1,C5,0,6
1569184440,8,500,1,C8,0,450
1569184800,3,4000,0,C1,0,6
1569184740,3,1200,1,C1,0,18
1569184740,8,4000,0,C1,0,4
1569184380,1,4000,1,C8,1,53
1569184320,8,2000,0,C6,1,28
1569184380,4,4000,1,C3,0,2
1569184800,1,1200,1,C1,0,12
1569184740,5,1200,0,C1,1,363
1569184380,1,6000,1,C8,0,20
1569184740,8,6000,0,C1,0,6
1569184860,7,2000,1,C3,0,1
1569184680,8,500,1,C4,0,25
1569184680,8,500,1,C5,0,18
1569184440,8,1200,1,C5,0,55
1569184380,8,500,0,C2,0,7
1569184500,1,6000,0,C6,0,6
1569184560,3,2000,1,C1,2,126
1569184680,1,500,1,C3,4,29
1569184560,3,6000,1,C8,0,9
1569184860,1,4000,0,C8,0,3
1569184380,8,1200,1,C3,21,1428
1569184560,8,500,0,C3,0,66
1569184860,8,2000,0,C5,0,31
1569184380,3,4000,0,C3,0,3
1569184740,5,6000,1,C5,0,6
1569184620,1,6000,1,C1,1,92
1569184740,8,500,1,C8,0,468
1569184560,5,2000,0,C1,5,1024
1569184380,5,4000,1,C3,0,34
1569184440,8,2000,1,C3,52,6812
1569184620,1,4000,1,C1,0,19
1569184500,8,500,1,C5,0,16
1569184440,3,500,0,C1,0,24
1569184560,3,4000,1,C8,0,13
1569184500,1,4000,0,C6,0,5
1569184380,5,6000,1,C3,2,62
1569184680,1,6000,0,C7,0,12
1569184740,8,1200,1,C5,0,57
1569184440,5,500,1,C1,0,82
1569184440,1,2000,1,C3,4,37
1569184620,8,4000,1,C1,10,537
1569184620,3,1200,0,C1,0,21
1569184320,8,2000,1,C5,4,571
1569184860,8,6000,0,C8,0,3
1569184500,8,4000,0,C6,1,312
1569184380,3,6000,0,C6,0,1
1569184620,5,1200,1,C1,2,137
1569184680,8,6000,0,C7,2,119
1569184680,8,500,1,C3,14,761
1569184500,8,6000,0,C6,2,40
1569184380,3,4000,0,C6,0,2
1569184380,1,1200,1,C3,0,9
1569184680,3,2000,0,C1,0,15
1569184860,8,4000,0,C8,17,52
1569184860,3,1200,1,C8,0,2
1569184620,8,6000,1,C1,19,1723
1569184680,8,4000,0,C7,0,21
1569184740,1,500,1,C8,0,2
1569184680,5,2000,1,C1,6,1504
1569184620,5,6000,0,C1,0,21
1569184620,8,500,1,C4,0,25
1569184860,5,4000,1,C8,0,16
1569184800,8,500,1,C5,0,19
1569184680,5,500,0,C3,1,81
1569184680,8,2000,0,C1,11,57
1569184860,8,1200,1,C8,0,137
1569184560,1,2000,1,C1,1,59
1569184560,1,6000,1,C8,0,21
1569184380,8,4000,0,C6,3,321
1569184680,3,500,1,C3,3,13
1569184500,3,6000,0,C6,0,1
1569184860,3,4000,0,C8,0,6
1569184620,3,6000,1,C1,1,45
1569184860,5,6000,1,C8,0,6
1569184620,5,4000,0,C1,0,31
1569184800,8,2000,0,C2,12,72
1569184620,8,1200,0,C1,0,38
1569184620,3,4000,1,C1,0,25
1569184380,8,6000,0,C6,1,38
1569184500,3,4000,0,C6,0,2
1569184560,1,4000,1,C8,1,58
1569184860,3,6000,0,C8,0,3
1569184440,5,2000,0,C3,0,409
1569184560,5,6000,0,C7,0,3
1569184440,8,500,0,C1,3,17
1569184500,255,4294967,0,C1,0,1
1569184440,3,2000,1,C3,3,60
1569184380,1,6000,0,C6,0,5
1569184500,7,0,1,C3,0,1
1569184560,8,4000,1,C8,62,2338
1569184380,8,6000,0,C3,0,56
1569184860,5,2000,1,C5,0,3
1569184380,5,1200,0,C3,0,154
1569184560,5,500,1,C3,0,24
1569184560,8,6000,1,C8,0,252
1569184860,1,1200,1,C8,0,3
1569184380,8,4000,0,C3,0,6
1569184380,3,1200,1,C3,0,11
1569184380,1,4000,0,C6,0,4
1569184560,8,2000,1,C1,133,11728
1569184680,1,2000,0,C1,0,6
1569184560,3,500,0,C3,0,5
1569184500,1,500,0,C7,0,6
1569184560,8,6000,0,C2,0,6
1569184860,1,500,1,C1,6,30
1569184440,4,2000,0,C3,0,1
1569184740,5,6000,1,C1,2,203
1569184920,1,6000,1,C3,1,2
1569184500,1,4000,1,C3,0,14
1569184740,3,6000,0,C1,0,3
1569184320,1,6000,1,C1,0,82
1569184740,8,2000,0,C7,0,9
1569184560,4,500,1,C3,0,1
1569184500,8,500,0,C2,0,6
1569184680,1,2000,0,C6,0,7
1569184740,5,4000,1,C1,2,82
1569184560,8,4000,0,C2,3,39
1569184620,1,2000,1,C8,0,49
1569184740,8,1200,1,C1,24,1900
1569184740,3,4000,0,C1,0,4
1569184320,1,4000,1,C1,0,14
1569184500,1,6000,1,C3,1,61
1569184920,8,4000,1,C3,0,4
1569184620,5,6000,0,C6,0,4
1569184320,5,1200,1,C1,0,126
1569184680,8,2000,0,C6,2,25
1569184620,8,2000,1,C8,4,1125
1569184380,8,1200,1,C5,1,54
1569184800,3,1200,1,C1,0,18
1569184800,8,4000,0,C1,2,6
1569184320,8,4000,1,C1,6,487
1569184800,5,1200,0,C1,1,379
1569184740,1,1200,1,C1,0,12
1569184320,3,1200,0,C1,0,21
1569184620,8,500,1,C5,0,18
1569184920,8,500,0,C7,0,1
1569184380,3,4000,1,C8,2,13
1569184500,8,6000,1,C3,21,1165
1569184860,8,500,1,C1,37,1988
1569184500,8,500,0,C7,0,6
1569184860,3,2000,0,C3,0,7
1569184800,8,6000,0,C1,0,8
1569184920,8,6000,1,C3,0,20
1569184500,5,1200,1,C3,0,38
1569184620,8,1200,0,C6,2,27
1569184380,3,6000,1,C8,0,5
1569184500,8,4000,1,C3,2,281
1569184500,3,1200,0,C3,0,12
1569184380,5,6000,1,C5,0,6
1569184320,8,6000,1,C1,12,1629
1569184860,5,2000,1,C3,8,409
1569184920,8,4000,0,C6,0,3
1569184800,1,6000,1,C5,2,9
1569184740,8,1200,0,C2,0,18
1569184560,5,6000,1,C3,1,93
1569184440,5,1200,0,C1,2,340
1569184740,3,6000,1,C8,0,6
1569184440,3,1200,1,C1,1,20
1569184440,8,4000,0,C1,0,6
1569184320,1,2000,1,C8,0,39
1569184560,8,500,1,C8,0,451
1569184740,8,1200,0,C8,0,1
1569184740,3,4000,1,C8,1,15
1569184920,5,4000,1,C8,0,1
1569184800,1,4000,1,C5,0,3
1569184560,5,4000,1,C3,0,23
1569184380,5,2000,0,C1,4,980
1569184560,8,1200,1,C3,21,1410
1569184380,8,500,0,C3,0,71
1569184560,3,4000,0,C3,0,3
1569184380,3,2000,1,C1,0,123
