min,cdn,bitrate,p2p,device,value,cnt
1569184860,3,500,1,C3,1,660
1569184860,5,500,0,C3,0,46
1569184320,3,500,0,C7,2,39
1569184560,5,2000,0,C6,0,2
1569184620,5,1200,1,C3,0,94
1569184620,5,3000,1,C3,0,104
1569184320,3,1200,1,C8,0,91
1569184620,3,3000,0,C3,0,6
1569184320,3,1200,0,C2,0,27
1569184320,3,3000,1,C8,0,1252
1569184620,3,1200,0,C3,0,34
1569184320,3,3000,0,C2,0,12
1569184680,5,2000,1,C3,15,204
1569184680,3,2000,0,C3,0,65
1569184560,5,2000,0,C3,0,171
1569184740,3,2000,0,C8,0,3
1569184860,3,500,1,C5,0,27
1569184920,3,2000,1,C8,0,7
1569184740,5,2000,1,C8,0,20
1569184500,3,3000,1,C8,0,1239
1569184500,3,1200,1,C8,0,84
1569184560,3,2000,1,C3,699,2400
1569184440,5,500,1,C3,3,55
1569184500,5,2000,1,C5,6,18
1569184740,3,2000,0,C2,7,108
1569184440,3,500,0,C3,0,42
1569184500,3,2000,0,C5,0,10
1569184860,5,2000,0,C1,0,284
1569184500,3,3000,1,C1,1,427
1569184560,3,1200,1,C5,1,72
1569184860,3,3000,0,C7,0,63
1569184500,3,1200,1,C1,15,844
1569184560,3,3000,1,C5,0,66
1569184320,5,0,0,C2,0,3
1569184500,5,1200,0,C1,0,103
1569184860,3,2000,1,C1,892,2653
1569184500,3,2000,0,C7,0,3
1569184500,5,3000,0,C1,0,6
1569184800,5,3000,1,C3,0,105
1569184320,3,3000,1,C3,1,368
1569184920,5,1200,0,C1,0,3
1569184800,5,2000,1,C8,0,20
1569184800,5,1200,1,C3,0,88
1569184620,3,2000,1,C5,154,279
1569184320,3,1200,1,C3,3,925
1569184920,3,3000,1,C1,0,7
1569184620,3,500,1,C8,0,556
1569184800,3,1200,0,C3,0,31
1569184320,5,1200,0,C3,3,59
1569184800,3,3000,0,C3,0,9
1569184320,5,3000,0,C3,0,12
1569184800,3,2000,0,C8,0,5
1569184920,3,1200,1,C1,0,16
1569184740,3,500,0,C7,4,36
1569184800,5,3000,0,C6,0,13
1569184500,3,2000,0,C2,10,105
1569184920,3,0,1,C4,0,1
1569184860,3,1200,0,C6,0,20
1569184380,3,3000,0,C1,0,12
1569184620,5,2000,0,C2,0,3
1569184860,3,3000,0,C6,0,241
1569184560,3,500,1,C1,11,1034
1569184380,3,1200,0,C1,0,22
1569184560,5,500,0,C1,0,142
1569184380,5,1200,1,C1,3,141
1569184380,5,3000,1,C1,0,74
1569184440,3,0,0,C2,4,162
1569184440,3,2000,0,C1,0,76
1569184440,5,2000,1,C1,1,327
1569184920,3,2000,0,C6,0,4
1569184800,3,500,1,C4,0,3
1569184800,3,500,0,C2,0,6
1569184680,3,500,0,C1,3,37
1569184800,3,2000,1,C5,1,269
1569184680,5,500,1,C1,1,105
1569184680,5,2000,0,C3,0,163
1569184860,3,0,1,C4,1,28
1569184680,3,2000,1,C3,16,2334
1569184320,5,3000,1,C8,0,45
1569184620,5,1200,0,C3,0,47
1569184560,3,0,1,C5,0,1
1569184320,5,1200,1,C8,0,12
1569184620,5,3000,0,C3,0,12
1569184620,3,3000,1,C3,1,369
1569184740,3,500,1,C4,0,3
1569184440,5,500,0,C6,0,2
1569184320,3,0,1,C4,3,27
1569184560,3,2000,0,C6,1,92
1569184320,3,500,1,C5,1,24
1569184320,3,3000,0,C8,0,47
1569184620,3,1200,1,C3,8,907
1569184440,5,500,0,C3,0,50
1569184740,5,2000,0,C2,0,3
1569184440,3,500,1,C3,9,715
1569184500,3,2000,1,C5,83,272
1569184500,5,1200,1,C8,0,11
1569184740,4,3000,1,C3,0,2
1569184560,5,2000,1,C3,45,199
1569184920,5,2000,1,C8,0,2
1569184500,5,3000,1,C8,0,46
1569184740,3,2000,1,C8,0,271
1569184500,3,3000,0,C8,0,36
1569184500,3,1200,0,C8,1,3
1569184560,3,2000,0,C3,0,58
1569184380,3,2000,0,C2,7,105
1569184680,5,0,0,C2,1,3
1569184680,3,2000,1,C5,2,277
1569184680,3,3000,0,C8,0,50
1569184740,5,1200,1,C3,0,95
1569184680,3,1200,0,C8,0,1
1569184560,4,2000,1,C3,0,2
1569184740,5,3000,1,C3,0,107
1569184740,3,3000,0,C3,0,7
1569184440,3,3000,0,C2,0,12
1569184680,5,1200,1,C8,0,9
1569184440,3,2000,1,C8,0,266
1569184740,3,1200,0,C3,0,33
1569184440,3,1200,0,C2,0,27
1569184680,5,3000,1,C8,0,45
1569184800,3,500,0,C7,1,37
1569184860,3,500,0,C3,0,39
1569184860,5,500,1,C3,3,55
1569184440,3,500,1,C1,11,1022
1569184440,5,500,0,C1,1,145
1569184560,3,2000,0,C1,3,84
1569184560,3,0,0,C2,7,163
1569184380,3,500,0,C7,2,42
1569184560,5,2000,1,C1,109,338
1569184620,3,500,0,C2,1,6
1569184680,3,2000,1,C1,22,2715
1569184860,3,3000,0,C8,0,42
1569184860,5,3000,1,C8,0,43
1569184680,3,3000,0,C7,0,61
1569184860,5,1200,1,C8,0,9
1569184680,5,2000,0,C1,0,289
1569184500,3,3000,0,C6,0,242
1569184620,3,1200,1,C1,11,827
1569184800,5,2000,0,C2,0,3
1569184920,3,2000,1,C5,0,6
1569184620,3,3000,1,C1,4,441
1569184500,3,1200,0,C6,0,19
1569184620,3,2000,0,C7,0,6
1569184620,5,3000,0,C1,0,6
1569184620,5,1200,0,C1,0,111
1569184380,3,3000,1,C8,0,1227
1569184620,5,2000,1,C8,0,21
1569184680,5,2000,0,C6,0,2
1569184380,3,1200,1,C8,0,89
1569184920,3,1200,0,C2,0,1
1569184380,5,3000,1,C5,0,9
1569184800,3,500,1,C8,0,564
1569184620,3,2000,0,C8,0,4
1569184860,5,500,1,C1,0,107
1569184620,5,3000,0,C6,0,13
1569184860,3,500,0,C1,5,39
1569184860,3,2000,0,C2,9,110
1569184740,3,0,0,C5,0,1
1569184740,3,1200,0,C1,0,18
1569184740,3,3000,0,C1,0,6
1569184740,5,3000,1,C1,0,77
1569184740,5,1200,1,C1,2,136
1569184560,3,0,1,C4,0,24
1569184560,3,3000,0,C2,0,12
1569184560,3,1200,0,C2,0,27
1569184440,5,500,1,C8,0,21
1569184440,3,500,0,C8,0,15
1569184320,5,2000,0,C6,0,2
1569184440,5,3000,1,C5,0,9
1569184500,5,3000,0,C3,0,12
1569184860,3,2000,1,C3,644,2252
1569184500,5,1200,0,C3,0,51
1569184500,3,1200,1,C3,5,905
1569184500,3,3000,1,C3,1,368
1569184860,5,2000,0,C3,0,158
1569184320,3,2000,0,C7,0,3
1569184920,3,1200,1,C3,0,16
1569184320,5,3000,0,C1,0,3
1569184800,3,3000,0,C1,0,6
1569184740,5,3000,0,C6,0,14
1569184320,5,1200,0,C1,0,107
1569184800,3,1200,0,C1,0,15
1569184920,3,3000,1,C3,0,8
1569184320,3,1200,1,C1,10,865
1569184800,5,1200,1,C1,0,125
1569184920,5,1200,0,C3,0,1
1569184320,3,3000,1,C1,1,427
1569184800,5,3000,1,C1,0,67
1569184320,5,2000,1,C5,0,18
1569184560,5,500,0,C6,0,3
1569184440,3,2000,0,C6,1,95
1569184500,3,500,1,C4,0,3
1569184320,3,2000,0,C5,1,10
1569184920,3,0,0,C2,0,3
1569184680,5,500,1,C3,2,55
1569184680,3,500,0,C3,0,39
1569184380,3,1200,0,C6,0,21
1569184380,3,3000,0,C6,0,254
1569184740,3,500,0,C8,0,12
1569184380,5,3000,1,C3,3,106
1569184560,5,500,0,C3,0,51
1569184380,5,1200,1,C3,0,80
1569184560,3,500,1,C3,4,705
1569184380,3,1200,0,C3,0,26
1569184740,5,500,1,C8,0,21
1569184860,3,2000,1,C5,86,274
1569184920,3,500,1,C8,0,8
1569184380,3,3000,0,C3,0,6
1569184740,3,500,0,C2,0,6
1569184440,5,2000,1,C3,10,198
1569184560,3,3000,1,C8,1,1247
1569184440,3,2000,0,C3,0,55
1569184560,3,1200,1,C8,0,84
1569184740,5,3000,1,C5,0,9
1569184500,4,0,1,C3,0,1
1569184620,3,1200,0,C6,0,20
1569184620,3,3000,0,C6,0,257
1569184860,5,500,0,C1,0,133
1569184860,5,2000,0,C2,0,3
1569184860,3,500,1,C1,7,965
1569184500,3,500,0,C7,0,37
1569184380,3,3000,0,C8,0,50
1569184620,3,500,1,C5,0,27
1569184800,5,500,1,C8,0,21
1569184800,3,500,0,C8,0,12
1569184380,3,3000,1,C5,0,63
1569184380,5,1200,1,C8,0,11
1569184620,3,2000,1,C8,0,261
1569184380,3,1200,1,C5,0,75
1569184380,5,3000,1,C8,0,47
1569184680,3,2000,0,C6,0,88
1569184740,3,1200,1,C1,11,831
1569184740,3,3000,1,C1,4,446
1569184740,5,3000,0,C1,0,6
1569184380,3,0,1,C3,0,1
1569184740,3,2000,0,C7,0,6
1569184500,3,500,0,C2,0,6
1569184740,5,1200,0,C1,0,106
1569184560,3,2000,1,C1,923,2726
1569184560,5,0,0,C2,0,3
1569184560,5,2000,0,C1,2,297
1569184560,3,3000,0,C7,1,61
1569184440,3,0,1,C5,0,2
1569184440,3,500,0,C1,3,33
1569184440,5,500,1,C1,0,101
1569184620,3,1200,0,C1,2,22
1569184620,3,3000,0,C1,0,6
1569184620,5,3000,1,C1,0,76
1569184500,5,3000,0,C6,0,15
1569184800,3,2000,0,C2,9,110
1569184620,5,1200,1,C1,0,146
1569184680,3,2000,0,C1,3,80
1569184860,3,1200,1,C8,0,97
1569184860,3,3000,1,C8,0,1197
1569184380,8,0,1,C5,0,1
1569184620,3,500,1,C4,0,3
1569184800,3,500,1,C5,0,27
1569184680,5,2000,1,C1,3,333
1569184380,5,3000,0,C6,0,15
1569184680,5,500,0,C3,0,51
1569184680,3,500,1,C3,7,702
1569184320,3,2000,1,C5,0,278
1569184440,5,2000,0,C6,0,2
1569184860,4,2000,1,C3,0,1
1569184740,3,3000,1,C5,1,60
1569184560,5,1200,1,C8,0,9
1569184740,3,1200,1,C5,1,72
1569184560,5,3000,1,C8,1,45
1569184440,5,2000,0,C3,0,160
1569184500,3,500,1,C5,0,24
1569184560,3,3000,0,C8,0,34
1569184440,3,2000,1,C3,14,2408
1569184560,3,1200,0,C8,0,3
1569184740,3,500,1,C8,0,570
1569184380,5,3000,0,C3,0,12
1569184860,5,2000,1,C5,7,21
1569184380,5,1200,0,C3,0,59
1569184560,5,500,1,C3,6,59
1569184380,3,1200,1,C3,13,931
1569184560,3,500,0,C3,0,40
1569184860,3,2000,0,C5,1,14
1569184380,3,3000,1,C3,1,365
1569184440,3,1200,1,C5,1,74
1569184440,3,3000,1,C5,1,63
1569184380,3,500,0,C2,0,6
1569184680,3,500,1,C5,0,27
1569184680,3,500,1,C4,0,3
1569184320,3,2000,0,C6,1,97
1569184440,3,500,1,C8,0,568
1569184320,5,3000,1,C1,0,75
1569184800,3,3000,1,C1,2,432
1569184320,5,1200,1,C1,3,141
1569184800,3,1200,1,C1,11,804
1569184320,3,1200,0,C1,0,18
1569184800,5,1200,0,C1,0,92
1569184740,3,3000,0,C6,0,241
1569184920,5,3000,1,C3,0,3
1569184920,5,1200,1,C3,0,1
1569184800,3,2000,0,C7,0,6
1569184320,3,3000,0,C1,0,9
1569184800,5,3000,0,C1,0,6
1569184740,3,1200,0,C6,0,17
1569184500,5,3000,1,C3,1,110
1569184860,3,2000,0,C3,0,63
1569184500,5,1200,1,C3,0,94
1569184500,3,1200,0,C3,0,27
1569184500,3,3000,0,C3,0,6
1569184860,5,2000,1,C3,46,201
1569184380,5,0,0,C2,0,3
1569184440,3,2000,0,C7,0,3
1569184440,5,3000,0,C1,0,6
1569184440,5,1200,0,C1,0,106
1569184680,3,2000,0,C2,6,105
1569184440,3,1200,1,C1,9,845
1569184920,5,3000,0,C6,0,1
1569184440,3,3000,1,C1,3,426
1569184860,5,2000,0,C6,0,2
1569184620,3,3000,0,C2,0,12
1569184380,3,3000,0,C7,0,67
1569184620,3,1200,0,C2,0,27
1569184380,5,2000,0,C1,1,281
1569184380,3,2000,1,C1,27,2776
1569184560,3,500,1,C4,0,3
1569184680,3,500,0,C7,0,37
1569184860,5,500,1,C8,0,21
1569184860,3,500,0,C8,0,12
1569184800,5,3000,1,C5,0,9
1569184620,5,500,0,C1,0,143
1569184620,3,500,1,C1,14,1029
1569184620,5,3000,1,C5,0,9
1569184920,3,2000,0,C1,1,3
1569184800,3,1200,1,C8,0,94
1569184800,3,3000,1,C8,0,1175
1569184800,3,2000,1,C3,18,2233
1569184320,5,2000,1,C3,6,209
1569184800,5,2000,0,C3,1,150
1569184320,3,2000,0,C3,0,58
1569184380,3,500,1,C8,0,575
1569184920,5,2000,1,C1,0,6
1569184860,3,1200,0,C1,0,17
1569184560,5,2000,1,C5,6,18
1569184500,3,0,1,C4,1,25
1569184500,5,2000,1,C1,111,334
1569184620,5,500,0,C6,0,2
1569184860,3,3000,0,C1,0,6
1569184500,3,2000,0,C1,4,78
1569184860,5,3000,1,C1,0,69
1569184860,5,1200,1,C1,1,127
1569184560,3,2000,0,C5,0,10
1569184740,3,0,0,C2,6,162
1569184740,5,500,1,C1,1,107
1569184740,3,500,0,C1,5,39
1569184800,3,2000,0,C6,1,91
1569184740,3,2000,1,C3,21,2321
1569184620,3,0,0,C2,5,160
1569184440,3,3000,0,C8,0,40
1569184440,5,3000,1,C8,0,46
1569184680,3,2000,1,C8,0,274
1569184560,3,500,0,C2,0,6
1569184740,5,2000,0,C3,0,167
1569184440,5,1200,1,C8,0,12
1569184440,5,2000,0,C2,0,3
1569184680,5,3000,1,C5,0,9
1569184500,3,500,1,C3,2,700
1569184620,4,2000,1,C3,0,2
1569184500,5,500,0,C3,0,51
1569184320,3,500,1,C1,7,1045
1569184800,5,500,1,C1,1,106
1569184800,3,0,0,C5,0,1
1569184740,5,500,0,C6,0,3
1569184920,3,500,1,C3,0,10
1569184320,5,500,0,C1,0,150
1569184800,3,500,0,C1,4,37
1569184620,3,2000,0,C3,0,63
1569184320,3,2000,1,C8,0,267
1569184320,3,2000,0,C2,11,105
1569184560,5,3000,0,C6,0,12
1569184620,5,2000,1,C3,69,207
1569184680,3,1200,0,C3,0,33
1569184680,3,3000,0,C3,0,5
1569184680,5,3000,1,C3,2,116
1569184620,3,0,0,C5,0,1
1569184680,5,1200,1,C3,0,93
1569184500,3,2000,1,C8,0,279
1569184740,5,3000,1,C8,0,43
1569184920,3,3000,1,C8,0,19
1569184560,3,1200,1,C3,11,918
1569184380,3,500,0,C3,0,42
1569184560,3,3000,1,C3,3,374
1569184740,5,1200,1,C8,0,9
1569184560,5,3000,0,C3,0,12
1569184740,3,3000,0,C8,0,51
1569184500,5,0,0,C2,0,2
1569184380,5,500,1,C3,5,59
1569184560,5,1200,0,C3,1,49
1569184560,3,500,1,C8,0,553
1569184500,5,3000,1,C5,0,9
1569184740,3,1200,0,C2,0,24
1569184740,3,3000,0,C2,1,12
1569184860,3,1200,1,C1,8,817
1569184500,5,2000,0,C1,0,290
1569184860,3,3000,1,C1,2,431
1569184500,3,3000,0,C7,0,63
1569184500,3,2000,1,C1,918,2745
1569184860,3,2000,0,C7,0,4
1569184860,5,3000,0,C1,0,6
1569184860,5,1200,0,C1,0,94
1569184560,3,2000,1,C5,82,276
1569184380,5,500,1,C8,0,18
1569184920,3,2000,1,C1,0,57
1569184800,3,3000,0,C8,0,47
1569184800,3,2000,0,C3,0,64
1569184320,5,2000,0,C3,0,165
1569184380,3,500,1,C5,0,24
1569184800,5,3000,1,C8,0,43
1569184620,3,1200,1,C5,0,75
1569184320,3,2000,1,C3,27,2446
1569184800,5,2000,1,C3,8,194
1569184620,3,3000,1,C5,0,66
1569184380,3,500,0,C8,0,13
1569184800,5,1200,1,C8,0,9
1569184920,5,2000,0,C1,0,7
1569184500,3,1200,0,C2,0,27
1569184740,5,500,0,C1,0,141
1569184800,5,2000,0,C6,0,2
1569184500,3,3000,0,C2,0,12
1569184740,3,500,1,C1,10,996
1569184740,5,0,0,C2,0,2
1569184560,3,500,0,C7,3,38
1569184380,5,2000,1,C1,0,330
1569184380,3,2000,0,C1,1,75
1569184860,3,2000,0,C6,0,94
1569184920,3,1200,0,C6,0,1
1569184440,5,3000,1,C1,0,72
1569184440,5,1200,1,C1,0,144
1569184680,3,0,1,C4,0,25
1569184680,5,2000,0,C2,0,3
1569184920,3,3000,0,C6,0,1
1569184440,3,1200,0,C1,0,21
1569184380,3,0,0,C2,4,162
1569184440,3,3000,0,C1,0,7
1569184500,5,500,0,C6,0,1
1569184620,5,500,1,C1,0,99
1569184620,3,500,0,C1,2,36
1569184800,3,3000,1,C5,0,54
1569184800,3,1200,1,C5,0,69
1569184860,3,500,1,C8,0,564
1569184680,3,1200,1,C3,5,910
1569184680,3,3000,1,C3,1,371
1569184680,5,3000,0,C3,0,12
1569184680,5,1200,0,C3,0,47
1569184380,5,500,0,C6,0,2
1569184560,3,1200,0,C6,0,20
1569184620,3,2000,1,C3,1188,2371
1569184560,3,3000,0,C6,0,254
1569184320,5,2000,1,C8,0,20
1569184320,5,2000,0,C2,0,3
1569184620,5,2000,0,C3,0,168
1569184440,4,0,1,C1,0,1
1569184500,3,1200,1,C5,0,73
1569184500,3,3000,1,C5,0,63
1569184560,3,500,0,C8,0,12
1569184560,5,500,1,C8,0,22
1569184740,3,500,1,C5,0,27
1569184500,3,2000,0,C8,0,3
1569184500,3,0,0,C2,3,160
1569184380,3,500,1,C3,5,717
1569184560,3,1200,0,C3,0,31
1569184560,3,3000,0,C3,0,6
1569184560,5,3000,1,C3,1,102
1569184740,3,1200,1,C8,0,91
1569184740,3,3000,1,C8,0,1218
1569184500,5,2000,1,C8,1,22
1569184380,5,500,0,C3,0,49
1569184560,5,1200,1,C3,0,88
1569184680,3,3000,1,C5,3,63
1569184680,3,1200,1,C5,1,76
1569184440,3,500,1,C5,0,24
1569184380,3,3000,0,C2,0,12
1569184380,3,1200,0,C2,0,27
1569184440,3,2000,0,C2,8,107
1569184440,3,1200,1,C8,0,86
1569184740,3,2000,0,C3,0,65
1569184680,5,2000,1,C8,0,19
1569184440,3,3000,1,C8,0,1224
1569184620,5,0,0,C2,0,3
1569184680,3,2000,0,C8,0,4
1569184740,5,2000,1,C3,9,207
1569184320,3,500,0,C1,3,28
1569184800,5,500,0,C1,0,128
1569184620,3,0,1,C4,0,24
1569184920,5,500,1,C3,0,1
1569184320,5,500,1,C1,0,101
1569184800,3,500,1,C1,11,959
1569184500,3,500,0,C3,0,41
1569184500,1,0,1,C5,0,1
1569184500,5,500,1,C3,2,56
1569184440,3,0,1,C4,3,27
1569184440,3,500,0,C7,1,38
1569184680,3,500,0,C2,0,6
1569184380,5,500,0,C1,0,149
1569184560,5,1200,1,C1,0,145
1569184860,5,500,0,C6,0,1
1569184560,5,3000,1,C1,0,74
1569184560,3,3000,0,C1,0,6
1569184380,3,500,1,C1,12,1037
1569184560,3,1200,0,C1,0,16
1569184680,5,1200,0,C1,0,113
1569184860,5,2000,1,C8,0,19
1569184680,5,3000,0,C1,0,6
1569184680,3,2000,0,C7,0,6
1569184680,3,3000,1,C1,2,450
1569184860,3,2000,0,C8,0,4
1569184680,3,1200,1,C1,12,840
1569184620,5,2000,0,C1,0,300
1569184620,3,3000,0,C7,0,60
1569184920,3,3000,1,C5,0,2
1569184500,3,2000,0,C6,1,101
1569184620,3,2000,1,C1,1576,2702
1569184920,3,1200,1,C5,0,1
1569184800,3,500,1,C3,1,659
1569184320,5,500,1,C3,3,61
1569184620,3,1200,0,C8,0,3
1569184380,3,2000,0,C5,0,7
1569184620,3,3000,0,C8,0,42
1569184680,5,3000,0,C6,0,13
1569184920,5,500,1,C1,0,2
1569184620,5,3000,1,C8,0,46
1569184380,3,2000,1,C8,0,270
1569184920,3,2000,0,C2,0,2
1569184620,5,1200,1,C8,0,9
1569184380,5,2000,1,C5,0,18
1569184800,5,500,0,C3,0,46
1569184320,3,500,0,C3,0,42
1569184860,3,3000,0,C2,0,12
1569184500,5,500,1,C1,2,102
1569184620,5,2000,0,C6,0,2
1569184860,3,1200,0,C2,0,24
1569184500,3,500,0,C1,2,31
1569184740,5,2000,1,C1,1,332
1569184860,3,0,1,C5,0,1
1569184740,3,2000,0,C1,3,78
1569184320,5,3000,0,C6,0,13
1569184740,3,500,1,C3,0,694
1569184560,3,2000,0,C2,7,106
1569184740,5,500,0,C3,0,53
1569184680,3,500,1,C8,0,569
1569184440,5,2000,1,C5,0,18
1569184440,4,3000,1,C3,0,1
1569184440,3,2000,0,C5,0,6
1569184860,5,1200,0,C3,1,45
1569184860,5,3000,0,C3,0,9
1569184500,3,2000,1,C3,689,2387
1569184860,3,3000,1,C3,1,358
1569184500,5,2000,0,C3,0,167
1569184800,5,0,0,C2,0,3
1569184860,3,1200,1,C3,4,904
1569184920,5,2000,0,C3,0,4
1569184380,3,0,1,C4,2,27
1569184320,3,2000,1,C1,30,2773
1569184800,5,2000,1,C1,0,319
1569184320,5,2000,0,C1,2,286
1569184800,3,2000,0,C1,3,70
1569184320,3,3000,0,C7,1,69
1569184920,3,2000,1,C3,1,50
1569184740,5,2000,0,C6,0,1
1569184320,3,500,1,C8,0,571
1569184320,3,500,0,C2,0,6
1569184620,3,500,0,C3,0,39
1569184860,3,0,0,C2,5,162
1569184620,5,500,1,C3,3,54
1569184440,3,1200,0,C6,0,21
1569184440,3,3000,0,C6,0,250
1569184320,5,3000,1,C5,0,9
1569184380,3,2000,0,C6,1,99
1569184860,3,1200,1,C5,2,71
1569184380,3,2000,0,C3,0,54
1569184560,4,0,1,C1,0,1
1569184860,3,3000,1,C5,0,54
1569184500,3,500,1,C8,0,553
1569184380,5,2000,1,C3,9,196
1569184440,3,3000,0,C3,0,6
1569184560,3,2000,1,C8,0,270
1569184740,5,2000,1,C5,0,21
1569184440,3,1200,0,C3,0,25
1569184740,3,2000,0,C5,1,11
1569184440,5,1200,1,C3,1,86
1569184440,5,3000,1,C3,2,118
1569184500,5,500,0,C1,0,144
1569184740,3,0,1,C4,0,27
1569184320,3,500,1,C4,0,3
1569184560,3,500,1,C5,0,26
1569184620,3,2000,0,C6,1,102
1569184500,3,500,1,C1,12,1030
1569184860,3,500,0,C7,2,36
1569184800,3,500,0,C3,0,39
1569184320,5,500,0,C3,0,53
1569184620,3,1200,1,C8,0,86
1569184380,3,2000,1,C5,2,278
1569184680,3,1200,0,C6,0,21
1569184680,3,3000,0,C6,0,250
1569184920,3,500,1,C1,0,18
1569184380,5,2000,1,C8,0,20
1569184620,3,3000,1,C8,1,1257
1569184920,5,500,0,C1,0,3
1569184860,3,500,1,C4,0,3
1569184380,3,2000,0,C8,0,1
1569184800,5,500,1,C3,3,56
1569184320,3,500,1,C3,4,748
1569184800,5,500,0,C6,0,1
1569184740,3,3000,0,C7,0,63
1569184740,5,2000,0,C1,0,290
1569184860,3,0,0,C5,0,1
1569184740,3,2000,1,C1,24,2713
1569184380,5,500,1,C1,0,101
1569184560,5,1200,0,C1,0,107
1569184560,3,2000,0,C7,0,6
1569184560,5,3000,0,C1,0,6
1569184560,3,3000,1,C1,2,433
1569184560,3,1200,1,C1,8,839
1569184380,3,500,0,C1,3,30
1569184620,5,2000,1,C1,189,331
1569184800,3,1200,0,C2,0,24
1569184500,5,2000,0,C6,0,1
1569184800,3,3000,0,C2,0,12
1569184620,3,2000,0,C1,4,81
1569184680,5,1200,1,C1,1,145
1569184680,5,3000,1,C1,0,78
1569184680,3,3000,0,C1,0,6
1569184860,3,2000,1,C8,1,276
1569184680,3,1200,0,C1,0,18
1569184380,5,2000,0,C6,0,2
1569184440,5,3000,0,C6,0,12
1569184860,4,3000,1,C3,0,1
1569184320,3,500,0,C8,0,12
1569184320,3,3000,1,C5,0,63
1569184620,3,500,1,C3,4,712
1569184320,3,1200,1,C5,0,75
1569184620,5,500,0,C3,0,53
1569184860,5,0,0,C2,1,3
1569184320,5,500,1,C8,0,13
1569184500,4,2000,1,C3,0,1
1569184440,3,3000,1,C3,1,371
1569184560,3,2000,0,C8,0,4
1569184440,3,1200,1,C3,15,907
1569184740,3,2000,1,C5,2,272
1569184440,5,1200,0,C3,0,53
1569184440,5,3000,0,C3,0,12
1569184860,255,4294967,0,C1,0,1
1569184560,5,2000,1,C8,0,21
1569184380,3,2000,1,C3,20,2422
1569184500,3,500,0,C8,0,13
1569184860,5,3000,1,C5,0,9
1569184380,5,2000,0,C3,0,160
1569184500,5,500,1,C8,0,19
1569184440,3,2000,1,C5,1,268
1569184680,5,500,1,C8,0,22
1569184440,3,500,0,C2,0,6
1569184560,5,2000,0,C2,0,3
1569184740,3,500,0,C3,0,39
1569184320,3,3000,0,C6,0,235
1569184740,5,500,1,C3,3,54
1569184680,3,500,0,C8,0,12
1569184320,3,1200,0,C6,0,20
1569184740,3,2000,0,C6,0,99
1569184320,3,2000,0,C1,1,77
1569184800,5,2000,0,C1,2,283
1569184800,3,3000,0,C7,0,63
1569184320,5,2000,1,C1,2,345
1569184800,3,2000,1,C1,29,2615
1569184920,3,2000,0,C3,0,1
1569184800,3,0,1,C4,0,27
1569184800,3,0,0,C2,6,163
1569184860,5,1200,1,C3,0,90
1569184860,5,3000,1,C3,0,108
1569184500,3,2000,0,C3,0,58
1569184860,3,3000,0,C3,0,9
1569184500,5,2000,1,C3,43,202
1569184860,3,1200,0,C3,0,30
