min,cdn,bitrate,device,p2p,value,cnt
1568199180,6,8000,C7,0,0,9
1568199600,5,2000,C3,1,2061,95259
1568199600,6,500,C8,0,0,142
1568199000,7,8000,C8,0,1,116
1568199240,3,0,C5,1,3,272
1568199420,7,4000,C1,1,163,5298
1568199660,3,4000,C5,1,59,2080
1568199900,1,8000,C3,1,48,1664
1568198820,3,1200,C7,0,40,1556
1568198820,8,0,C1,0,11,71
1568199180,3,1500,C3,1,0,24
1568199240,7,2000,C4,0,0,3
1568199240,8,4000,C1,0,6,245
1568199480,3,2000,C8,0,92,40661
1568200020,8,1200,C2,0,0,11
1568199240,6,1200,C1,1,61,1881
1568199480,7,8000,C6,0,7,1058
1568199900,7,500,C7,0,0,208
1568199120,5,2000,C8,1,36,19090
1568199120,6,4000,C5,1,4,64
1568199660,8,0,C2,0,127,4232
1568198820,3,1200,C9,0,0,3
1568198820,8,0,C3,0,5,16
1568199240,7,2000,C6,0,24,3186
1568199240,8,4000,C3,0,6,129
1568199480,6,8000,C1,0,0,18
1568199900,6,500,C2,0,2,14
1568199060,7,2000,C5,0,6,316
1568199060,8,4000,C2,0,99,1224
1568199720,6,500,C1,0,13,344
1568199840,8,1200,C3,0,53,540
1568198880,7,500,C8,1,1,2028
1568199660,5,8000,C8,0,2,806
1568198820,7,0,C3,0,0,10
1568198940,3,500,C5,1,65,1593
1568199240,6,2000,C6,0,8,768
1568199240,7,4000,C3,0,3,106
1568199480,3,4000,C7,0,128,6314
1568199480,5,8000,C1,0,27,1711
1568199540,8,500,C8,1,3,2418
1568199720,1,8000,C5,0,0,3
1568199900,5,500,C2,0,60,1143
1568199000,1,2000,C6,0,31,4007
1568198820,5,8000,C3,1,163,7602
1568198940,3,2000,C2,0,1224,22509
1568199180,7,500,C5,0,0,25
1568199480,1,500,C8,1,4,4224
1568198880,6,1200,C3,0,8,236
1568199120,7,0,C1,0,2,61
1568199240,3,500,C3,1,744,32459
1568199360,3,0,C5,0,4,345
1568199420,8,8000,C5,1,11,411
1568199540,7,4000,C1,0,7,206
1568199780,3,4000,C5,0,4,362
1568199960,8,0,C8,0,1,59
1568199120,3,4000,C1,0,57,1660
1568199360,6,500,C7,0,0,6
1568199540,6,1200,C8,1,0,245
1568199900,3,1200,C2,0,388,5675
1568199300,5,0,C2,0,485,13590
1568199360,8,4000,C8,1,135,10209
1568199480,8,2000,C1,0,174,4728
1568199720,5,4000,C2,0,276,3393
1568199960,1,4000,C6,0,17,2833
1568198880,5,1200,C5,1,57,1998
1568198940,1,500,C8,0,7,1312
1568199120,6,0,C3,1,0,12
1568199540,5,2000,C6,1,1,7
1568199540,6,4000,C3,1,8,383
1568198940,6,8000,C5,0,0,5
1568199360,5,2000,C1,1,4132,214956
1568199480,8,1200,C8,0,6,390
1568199600,1,2000,C5,1,50,3142
1568199780,7,0,C5,1,2,139
1568199000,1,8000,C2,0,1,45
1568199300,7,1200,C1,0,47,1282
1568199420,1,500,C3,0,19,551
1568199540,3,1200,C5,0,23,1422
1568199900,3,1500,C1,1,1,99
1568199960,7,2000,C2,0,212,4190
1568198880,3,1200,C1,1,1714,88768
1568198880,6,4000,C8,0,5,734
1568198880,8,8000,C2,0,4,176
1568199540,3,2000,C2,1,0,24
1568199300,8,2000,C8,0,8,1173
1568199540,7,8000,C3,0,2,42
1568199780,3,8000,C7,0,159,7336
1568199960,7,500,C4,0,0,20
1568198880,3,2000,C6,1,0,6
1568199720,3,1500,C3,0,0,32
1568199120,3,0,C1,0,45,1244
1568199180,8,8000,C1,1,267,5516
1568199540,3,4000,C1,0,135,4962
1568199720,8,0,C4,0,0,6
1568199960,6,1200,C8,1,0,259
1568199360,5,4000,C8,1,249,67273
1568199480,5,2000,C1,0,2276,116913
1568199720,1,2000,C5,0,2,335
1568199780,7,500,C3,1,86,3033
1568199900,7,0,C5,0,2,5
1568199060,1,1200,C8,0,3,269
1568199060,6,0,C2,0,22,386
1568199480,5,2000,C5,0,27,1892
1568199480,6,4000,C2,0,12,105
1568199960,8,1500,C8,0,0,20
1568198820,6,2000,C8,1,4,1092
1568198820,7,4000,C5,1,4,283
1568199060,5,8000,C3,1,186,7518
1568199180,3,2000,C2,0,1243,23131
1568199480,5,500,C4,1,1,143
1568199600,7,1200,C6,1,0,1
1568199720,1,500,C8,1,6,4467
1568198820,7,1500,C1,0,0,18
1568199240,5,0,C4,1,1,72
1568199420,8,2000,C3,1,224,13959
1568199900,1,4000,C8,1,61,17998
1568200020,1,2000,C1,0,3,77
1568198940,7,1200,C3,1,106,4796
1568199000,3,500,C6,0,7,253
1568199180,8,0,C1,1,0,3
1568199180,8,8000,C8,0,7,168
1568199600,8,4000,C1,1,77,2825
1568199840,3,2000,C8,1,162,109141
1568198940,7,2000,C1,1,706,40096
1568199180,3,2000,C5,1,615,27882
1568200020,7,8000,C3,1,0,41
1568198940,6,2000,C3,1,73,3789
1568199720,5,0,C1,0,46,1869
1568199720,7,1200,C1,1,207,9688
1568199840,1,500,C3,1,67,3645
1568199960,1,0,C5,0,0,19
1568199960,3,1200,C5,1,165,5215
1568199960,8,8000,C6,0,26,1024
1568199120,5,2000,C5,1,181,11416
1568199360,1,2000,C9,1,0,3
1568199900,6,1200,C3,1,28,1564
1568198820,3,2000,C5,0,58,3551
1568199060,7,500,C8,0,1,611
1568198880,7,1200,C5,0,9,66
1568199000,8,500,C1,1,152,6882
1568199120,3,1200,C9,0,0,3
1568199120,8,0,C3,0,0,15
1568199540,7,2000,C6,0,21,3411
1568199540,8,4000,C3,0,0,100
1568199780,6,8000,C1,0,0,24
1568199360,6,500,C4,0,0,15
1568199540,6,1200,C5,1,0,76
1568199840,1,1500,C8,0,1,14
1568199420,3,2000,C4,1,0,6
1568199180,7,2000,C3,1,310,15594
1568199960,6,0,C1,0,0,32
1568199960,8,1200,C1,1,139,6438
1568199180,7,2000,C5,1,42,2717
1568199180,8,4000,C2,1,1,6
1568199420,3,2000,C9,1,0,3
1568199840,6,500,C1,1,56,2235
1568199960,6,0,C3,0,0,19
1568199960,8,1200,C3,1,58,3419
1568198820,1,1500,C1,1,0,6
1568198880,5,2000,C2,0,727,9458
1568199120,1,2000,C6,0,27,4253
1568199360,8,1500,C5,0,0,1
1568199420,3,500,C8,1,61,28735
1568199000,7,1200,C8,0,0,410
1568199120,1,4000,C2,1,3,6
1568199120,8,500,C4,1,2,61
1568199600,3,1500,C8,1,0,8
1568199660,8,4000,C6,0,42,2853
1568199900,1,1200,C3,1,148,6461
1568199060,1,500,C2,1,0,6
1568199180,1,0,C4,0,3,15
1568199660,6,500,C5,1,0,11
1568199840,7,1500,C6,0,0,5
1568199120,1,4000,C8,1,68,17978
1568199240,1,2000,C1,0,226,5349
1568199540,3,500,C3,1,527,26142
1568199660,3,0,C5,0,6,197
1568199660,5,1200,C5,1,58,2289
1568198880,7,0,C1,0,0,61
1568199000,3,500,C3,1,937,29909
1568199120,3,0,C5,0,1,73
1568199180,8,8000,C5,1,15,363
1568199300,6,2000,C4,0,0,3
1568199300,7,4000,C1,0,9,222
1568199540,3,4000,C5,0,6,458
1568199720,8,0,C8,0,0,48
1568199780,1,8000,C3,0,1,77
1568198940,7,1200,C1,0,30,1185
1568199180,3,1200,C5,0,20,693
1568199540,3,1500,C1,1,4,85
1568199600,7,2000,C2,0,213,4200
1568199840,3,2000,C6,0,334,51034
1568198880,6,8000,C3,0,0,4
1568199420,8,1200,C6,0,17,755
1568199540,1,2000,C3,1,310,19629
1568199720,7,0,C3,1,0,18
1568198880,3,1500,C7,0,0,2
1568199180,1,1200,C2,0,49,596
1568199240,8,2000,C5,1,35,2199
1568199480,5,4000,C6,1,0,3
1568199840,1,2000,C3,0,38,1722
1568199900,7,500,C1,1,191,8584
1568198820,5,4000,C3,0,20,1668
1568199060,1,4000,C7,0,25,1223
1568199060,3,8000,C1,0,30,543
1568199480,3,500,C2,0,221,3823
1568199840,1,1200,C8,0,1,310
1568198940,1,8000,C5,1,6,312
1568199060,7,500,C3,0,9,245
1568199300,3,500,C7,0,119,5251
1568199480,1,0,C8,0,0,82
1568199480,3,1200,C8,1,28,10583
1568199900,7,2000,C5,1,45,2890
1568199900,8,4000,C2,1,3,3
1568199240,3,0,C2,0,1669,54975
1568199300,6,4000,C8,1,24,4456
1568199420,6,2000,C1,0,99,2585
1568199660,3,4000,C2,0,1008,7688
1568199720,8,500,C3,1,42,2044
1568199840,8,0,C5,0,0,4
1568198820,3,1200,C5,1,102,5048
1568198820,8,8000,C6,0,18,929
1568199240,7,2000,C2,1,2,9
1568199480,3,2000,C6,1,0,8
1568198820,3,1200,C6,0,100,7754
1568199240,7,2000,C3,0,43,1881
1568199360,5,8000,C8,1,42,12093
1568199480,3,2000,C7,0,121,9350
1568200020,8,1200,C1,0,4,17
1568199000,7,0,C1,0,0,63
1568199120,3,500,C3,1,695,30594
1568199240,3,0,C5,0,2,80
1568199300,8,8000,C5,1,10,391
1568199420,6,2000,C4,0,0,2
1568199420,7,4000,C1,0,3,207
1568199660,3,4000,C5,0,17,368
1568199840,8,0,C8,0,0,50
1568199900,1,8000,C3,0,0,63
1568198880,1,4000,C8,0,21,2550
1568198880,3,8000,C2,0,20,472
1568199420,5,1200,C5,0,6,392
1568199660,1,1200,C9,0,0,3
1568199780,5,1500,C1,1,1,104
1568198880,7,1200,C2,1,0,3
1568198940,3,500,C5,0,6,217
1568199120,3,1200,C6,1,0,1
1568199120,8,8000,C7,0,5,798
1568199540,7,2000,C3,1,307,16759
1568199540,8,500,C8,0,0,667
1568199180,8,500,C6,0,0,28
1568199420,7,1500,C6,0,1,6
1568199720,5,1200,C1,0,1498,39429
1568199960,1,1200,C5,0,1,44
1568200020,8,2000,C8,1,0,169
1568198880,3,0,C2,1,3,157
1568199060,6,2000,C1,1,172,9921
1568199300,3,4000,C2,1,0,23
1568199480,8,0,C5,1,8,77
1568199960,1,500,C1,1,217,9091
1568199060,6,1200,C6,0,2,176
1568199180,7,500,C2,1,0,3
1568199300,7,0,C4,0,0,12
1568199600,8,8000,C8,1,11,2224
1568199720,6,2000,C7,0,0,20
1568199960,3,4000,C8,0,77,12752
1568199960,5,8000,C2,0,4,279
1568200020,3,8000,C1,1,10,400
1568198880,7,2000,C7,0,2,91
1568199120,1,1200,C1,1,364,10031
1568199540,6,500,C3,0,4,101
1568199660,8,1200,C5,0,1,52
1568199780,1,2000,C2,1,0,6
1568199960,7,0,C2,1,0,6
1568199180,7,1200,C3,0,14,627
1568199420,3,1200,C7,0,37,1497
1568199420,8,0,C1,0,15,47
1568199780,3,1500,C3,1,0,25
1568199840,7,2000,C4,0,0,4
1568199840,8,4000,C1,0,11,246
1568198880,6,1200,C6,0,2,163
1568199000,7,500,C2,1,0,3
1568199120,7,0,C4,0,0,12
1568199360,3,0,C8,0,2,486
1568199420,8,8000,C8,1,11,2173
1568199540,6,2000,C7,0,0,16
1568199780,3,4000,C8,0,115,16524
1568199780,5,8000,C2,0,2,255
1568198820,8,1200,C5,1,3,313
1568199120,3,1500,C8,0,0,19
1568199420,1,1200,C3,0,14,478
1568199480,8,2000,C6,1,0,1
1568199720,7,8000,C1,1,46,1721
1568199960,3,8000,C5,1,34,2140
1568199660,3,0,C1,1,1,193
1568199660,8,4000,C8,1,90,10183
1568199780,8,2000,C1,0,303,4889
1568200020,5,4000,C2,0,2,47
1568199060,3,2000,C4,1,0,12
1568199900,3,1500,C1,0,3,64
1568198880,3,500,C8,1,48,33396
1568199180,7,4000,C6,0,41,3565
1568199660,1,8000,C8,0,1,69
1568199840,5,500,C5,0,7,146
1568199960,7,1200,C7,0,0,81
1568198880,3,1200,C2,0,318,5208
1568199540,3,2000,C3,0,654,43654
1568199660,1,8000,C8,1,16,1311
1568199840,5,500,C5,1,27,700
1568198880,3,1200,C3,1,1025,57640
1568199540,3,2000,C4,1,0,6
1568198820,8,4000,C1,1,61,2675
1568199060,3,2000,C8,1,140,104618
1568199600,6,0,C2,0,12,469
1568199600,8,1200,C2,1,1,3
1568199660,7,1500,C1,0,0,12
1568199900,3,1500,C5,0,0,3
1568198880,3,1200,C5,1,108,5066
1568198880,8,8000,C6,0,12,922
1568199300,7,2000,C2,1,0,12
1568199540,3,2000,C6,1,1,6
1568199000,3,500,C1,0,399,10371
1568199180,3,1200,C2,1,1,24
1568199180,8,8000,C3,0,1,77
1568199600,8,500,C4,0,0,35
1568199840,3,2000,C3,1,2950,168653
1568198820,5,1200,C2,1,0,3
1568198880,1,500,C5,0,3,89
1568199060,6,8000,C7,0,0,8
1568199480,5,2000,C3,1,2001,96491
1568199480,6,500,C8,0,0,140
1568198820,5,2000,C3,0,463,40533
1568198940,3,8000,C8,1,37,8797
1568199060,1,2000,C7,0,21,933
1568199300,8,1500,C6,0,0,4
1568199600,6,1200,C1,0,15,436
1568198820,7,4000,C7,0,0,82
1568199060,5,8000,C5,0,3,82
1568199300,1,0,C2,1,1,20
1568199480,5,500,C6,0,2,171
1568199600,7,1200,C8,0,5,427
1568199720,1,4000,C2,1,2,3
1568199900,6,0,C5,1,0,10
1568199180,5,4000,C8,1,261,62759
1568199300,5,2000,C1,0,1924,116318
1568199540,1,2000,C5,0,6,378
1568199600,7,500,C3,1,82,3018
1568199720,7,0,C5,0,0,5
1568198880,3,1500,C1,1,4,66
1568198940,7,2000,C2,0,207,3835
1568199180,3,2000,C6,0,319,48727
1568199480,5,500,C8,1,16,8435
1568198880,6,8000,C7,0,0,6
1568199300,5,2000,C3,1,1815,93347
1568198880,1,2000,C5,1,27,3040
1568199120,5,500,C8,1,16,8078
1568199900,3,8000,C8,0,7,1423
1568199000,3,1200,C6,0,81,7523
1568199420,7,2000,C3,0,50,2432
1568199540,5,8000,C8,1,38,12417
1568199660,3,2000,C7,0,322,9602
1568199120,1,0,C2,0,230,5923
1568199540,1,4000,C2,0,58,709
1568199600,6,500,C3,1,18,659
1568199720,6,0,C5,0,0,3
1568199720,8,1200,C5,1,5,324
1568198880,5,0,C4,0,1,46
1568199060,8,2000,C3,0,42,1902
1568199120,1,0,C8,0,0,98
1568199180,6,8000,C8,1,1,74
1568199540,1,4000,C8,0,17,2457
1568199540,3,8000,C2,0,8,507
1568199960,3,500,C3,0,193,6369
1568199000,3,4000,C1,0,65,1639
1568199240,6,500,C7,0,0,6
1568199420,6,1200,C8,1,0,246
1568199780,3,1200,C2,0,390,5603
1568198940,5,2000,C5,0,38,1651
1568198940,6,4000,C2,0,9,197
1568199420,8,1500,C8,0,0,21
1568199720,6,1200,C3,0,3,237
1568200020,5,8000,C7,0,1,152
1568198940,5,2000,C8,0,92,9302
1568199720,6,1200,C6,0,23,259
1568198820,3,4000,C6,0,127,11503
1568199360,7,1200,C3,0,17,670
1568199480,1,500,C5,0,0,119
1568199600,3,1200,C7,0,125,1504
1568199960,3,1500,C3,1,0,24
1568200020,8,4000,C1,0,1,11
1568198940,3,1200,C3,0,180,7610
1568199480,5,8000,C5,1,39,2824
1568199600,3,2000,C4,0,0,14
1568200020,5,0,C8,0,1,8
1568200020,7,1200,C8,1,1,17
1568198940,8,8000,C5,0,4,7
1568199360,7,2000,C1,1,827,43935
1568199600,3,2000,C5,1,435,22690
1568198820,3,1500,C3,1,0,20
1568198880,7,2000,C4,0,0,3
1568198880,8,4000,C1,0,7,244
1568199120,3,2000,C8,0,58,23753
1568199660,8,1200,C2,0,18,368
1568199360,6,1200,C1,1,46,2062
1568199600,7,8000,C6,0,4,1067
1568200020,7,500,C7,0,0,3
1568199060,5,1200,C5,0,6,363
1568199180,6,500,C1,1,57,1759
1568199300,1,1200,C9,0,0,3
1568199300,6,0,C3,0,1,7
1568199420,5,1500,C1,1,0,54
1568199720,5,2000,C6,0,84,11053
1568199720,6,4000,C3,0,0,41
1568200020,7,500,C8,1,0,43
1568199000,3,8000,C3,1,255,8768
1568199120,1,2000,C2,0,200,3189
1568199360,5,500,C5,0,6,98
1568199360,8,1500,C1,0,0,1
1568199420,3,500,C4,1,7,338
1568199540,3,0,C6,0,0,3
1568199540,5,1200,C6,1,0,2
1568199660,5,0,C4,1,3,77
1568199900,1,0,C8,1,0,6
1568200020,6,2000,C8,0,0,13
1568199300,6,0,C8,0,0,41
1568199720,1,0,C1,0,32,199
1568199720,3,1200,C1,1,1811,76130
1568199720,6,4000,C8,0,4,754
1568199720,8,8000,C2,0,9,156
1568198820,8,1200,C1,0,179,1074
1568199180,5,500,C1,1,1052,30105
1568199300,5,0,C3,0,2,172
1568199480,8,2000,C2,0,205,2468
1568199720,5,4000,C3,0,17,1632
1568199960,1,4000,C7,0,23,1091
1568199960,3,8000,C1,0,105,3228
1568200020,6,500,C8,1,0,12
1568198820,7,500,C2,1,0,3
1568198940,7,0,C4,0,0,12
1568199180,3,0,C8,0,3,485
1568199240,8,8000,C8,1,26,2348
1568199360,6,2000,C7,0,0,18
1568199600,3,4000,C8,0,145,23805
1568199600,5,8000,C2,0,2,241
1568199840,1,8000,C6,0,14,1911
1568200020,5,500,C3,0,3,134
1568198880,7,4000,C8,1,108,11725
1568199000,7,2000,C1,0,152,5009
1568199240,3,2000,C5,0,88,3734
1568199000,6,500,C5,0,0,6
1568199420,7,0,C4,1,0,6
1568199180,6,2000,C8,0,2,599
1568199180,7,4000,C5,0,0,9
1568199420,5,8000,C3,0,8,775
1568199660,1,8000,C7,0,61,683
1568199840,5,500,C4,0,4,75
1568199960,7,1200,C6,0,14,801
1568198940,1,2000,C8,1,30,9363
1568199300,6,500,C1,0,20,330
1568199540,5,1500,C1,0,1,31
1568199720,7,8000,C7,0,6,170
1568198820,1,8000,C3,1,35,1262
1568198940,7,500,C1,0,35,779
1568199120,7,1200,C2,1,0,3
1568199180,3,500,C5,0,5,212
1568199360,8,8000,C7,0,18,763
1568199780,7,2000,C3,1,349,17620
1568199780,8,500,C8,0,1,657
1568199000,5,1200,C7,0,3,299
1568199120,6,500,C3,1,13,633
1568199240,6,0,C5,0,0,3
1568199360,5,1500,C3,1,0,3
1568199660,5,2000,C8,0,74,10325
1568199660,6,4000,C5,0,0,3
1568199300,8,4000,C7,0,19,321
1568199360,1,500,C3,0,9,552
1568199540,6,8000,C5,0,0,6
1568199960,5,2000,C1,1,4625,247194
1568199960,6,500,C6,0,0,2
1568198820,1,0,C2,0,269,5759
1568199240,1,4000,C2,0,74,807
1568199240,8,500,C4,0,0,30
1568199420,8,1200,C5,1,5,372
1568199720,3,1500,C8,0,0,34
1568200020,1,1200,C3,0,0,5
1568198880,7,0,C3,0,0,10
1568199000,3,500,C5,1,67,1578
1568199300,6,2000,C6,0,9,823
1568199300,7,4000,C3,0,1,117
1568199540,3,4000,C7,0,114,6343
1568199540,5,8000,C1,0,33,1738
1568199600,8,500,C8,1,5,2427
1568199780,1,8000,C5,0,1,5
1568199960,5,500,C2,0,85,1173
1568198880,1,2000,C2,1,0,7
1568199120,5,500,C5,1,18,561
1568199420,8,2000,C6,0,70,4018
1568199660,5,4000,C7,0,51,2465
1568199660,7,8000,C1,0,4,114
1568199900,3,8000,C5,0,5,179
1568199000,7,8000,C3,0,0,41
1568199060,1,1500,C1,0,0,3
1568199240,3,8000,C7,0,177,8284
1568199420,7,500,C4,0,0,9
1568199660,3,500,C8,0,25,10278
1568199840,8,0,C3,1,0,1
1568198820,3,500,C8,0,16,7150
1568199000,8,0,C3,1,0,6
1568199420,8,4000,C3,1,26,894
1568199660,6,8000,C1,1,30,671
1568200020,1,4000,C1,0,0,5
1568198880,5,0,C3,0,4,172
1568199000,1,500,C5,1,1,155
1568199060,8,2000,C2,0,413,3166
1568199300,5,4000,C3,0,17,1697
1568199540,1,4000,C7,0,12,1128
1568199540,3,8000,C1,0,82,2564
1568199600,6,500,C8,1,0,542
1568199960,3,500,C2,0,219,3973
1568198940,1,8000,C7,0,24,817
1568199240,7,1200,C6,0,17,870
1568199540,6,0,C3,1,0,8
1568199900,7,2000,C7,0,7,145
1568198940,1,0,C1,1,19,265
1568198940,1,8000,C8,0,0,46
1568199240,7,1200,C7,0,3,50
1568199360,1,4000,C1,1,108,4125
1568199360,8,500,C3,1,51,2528
1568199900,7,2000,C8,0,16,2296
1568199900,8,4000,C5,0,1,20
1568198940,8,1500,C8,0,0,27
1568199240,6,1200,C3,0,5,252
1568199780,1,0,C4,1,0,45
1568199780,8,8000,C5,1,17,498
1568199900,7,4000,C1,0,8,504
1568199060,7,2000,C2,1,0,6
1568199300,3,2000,C6,1,0,6
1568199180,5,0,C1,1,0,3
1568199180,5,8000,C8,0,3,713
1568199420,1,0,C5,1,3,156
1568199600,5,4000,C1,1,471,16596
1568199840,1,4000,C5,1,2,314
1568199060,7,1200,C8,0,4,420
1568199180,1,4000,C2,1,1,6
1568199180,8,500,C4,1,2,73
1568199660,3,1500,C8,1,0,8
1568199720,8,4000,C6,0,29,2518
1568199960,1,1200,C3,1,126,6629
1568198880,8,1200,C8,0,2,420
1568199000,1,2000,C5,1,79,3335
1568199240,5,500,C8,1,16,8142
1568198880,3,0,C1,1,3,226
1568198880,3,8000,C8,0,8,833
1568199300,3,4000,C1,1,563,20426
1568199480,8,0,C4,1,5,16
1568199060,7,2000,C7,0,4,102
1568199300,1,1200,C1,1,237,10791
1568199300,6,8000,C2,0,0,3
1568199720,6,500,C3,0,3,118
1568199840,8,1200,C5,0,2,29
1568199960,1,2000,C2,1,0,6
1568198820,3,1500,C3,0,0,23
1568199000,5,0,C2,1,0,20
1568199180,8,2000,C1,1,642,39064
1568199420,5,4000,C2,1,0,11
1568198940,7,8000,C1,1,80,3431
1568199180,3,8000,C5,1,68,2374
1568199480,7,0,C4,0,0,12
1568199540,8,1500,C3,0,0,3
1568199600,3,500,C6,1,0,1
1568199720,3,0,C8,0,3,603
1568199720,5,1200,C8,1,14,4118
1568199000,8,1200,C1,0,136,1124
1568199360,5,500,C1,1,917,32878
1568199540,3,0,C2,1,9,154
1568199660,8,2000,C2,0,381,2519
1568199900,5,4000,C3,0,20,1766
1568198820,5,8000,C6,0,39,5259
1568199060,1,0,C3,1,2,22
1568199480,1,4000,C3,1,44,1933
1568200020,8,4000,C7,0,0,3
1568199000,8,500,C8,1,3,2846
